Titles,Source,Target,Genre,Month,Year,Lanuage,Country,Type
Hangman's Daughter,"Potzsch, Oliver","Chadeayne, Lee",Fiction,Dec,2010,German,Germany,Undirected
Wildlives,"Proulx, Monique","Homel, David",Fiction,May,2010,French,Quebec,Undirected
Fish Child,"Puenzo, Lucia","Foster, David William",Fiction,Oct,2010,Spanish,Argentina,Undirected
Breakwater House,"Quiviger, Pascale","Lederhendler, Lazer",Fiction,Apr,2010,French,Quebec,Undirected
Earth and Ashes,"Rahimi, Atiq","Goknar, Erdag",Fiction,Aug,2010,Dari,Afghanistan,Undirected
Patience Stone,"Rahimi, Atiq","McLean, Polly",Fiction,Jan,2010,French,Afghanistan,Undirected
Washing Dishes in Hotel Paradise,"Rawson, Eduardo Belgrano","Marteau, Rosie",Fiction,Jan,2010,Spanish,Argentina,Undirected
No Place for Heroes,"Restrepo, Laura","Mestre-Reed, Ernesto",Fiction,July,2010,Spanish,Colombia,Undirected
House of Ulysses,"Rios, Julian","Caistor, Nick",Fiction,Nov,2010,Spanish,Spain,Undirected
Arriving in Avignon,"Robberechts, Daniel","Vincent, Paul",Fiction,Oct,2010,Flemish,Belgium,Undirected
Happiness,"Robert, Denis","Innes, John",Fiction,July,2010,French,France,Undirected
Vacant Lot,"Rohe, Oliver","Hunt, Laird",Poetry,Nov,2010,French,France,Undirected
Arrival of Autumn in Constantinople,"Romero, Norberto Luis","Francis, H. E.",Fiction,Aug,2010,Spanish,Argentina,Undirected
Young Light,"Rothmann, Ralf","Hoban, Wieland",Fiction,Sept,2010,German,Germany,Undirected
Sobbing Superpower,"Rozewicz, Tadeusz","Trzeciak, Joanna",Poetry,Dec,2010,Polish,Poland,Undirected
To Mervas,"Rynell, Elisabeth","Haggblom, Victoria",Fiction,May,2010,Swedish,Sweden,Undirected
From the Four Winds,"Sabato, Haim","Dweck, Yaacob",Fiction,Mar,2010,Hebrew,Israel,Undirected
Sixty-Five Years of Washington,"Saer, Juan Jose","Dolph, Steve",Fiction,Nov,2010,Spanish,Argentina,Undirected
Siamese,"Saeterbakken, Stig","Schwartz, Stokes",Fiction,Jan,2010,Norwegian,Norway,Undirected
Slum Online,"Sakurazaka, Hiroshi","Reeder, Joseph",Fiction,Apr,2010,Japanese,Japan,Undirected
Portrait of the Writer as a Domesticated Animal,"Salvayre, Lydie","Pedersen, William",Fiction,Feb,2010,French,France,Undirected
Voltaire's Calligrapher,"Santis, Pablo de","Carter, Lisa",Fiction,Oct,2010,Spanish,Argentina,Undirected
Elephant's Journey,"Saramago, Jose","Costa, Margaret Jull",Fiction,Sept,2010,Portuguese,Portugal,Undirected
Limassol,"Sarid, Yishai","Harshav, Barbara",Fiction,Nov,2010,Hebrew,Israel,Undirected
Calligrapher's Secret,"Schami, Rafik","Bell, Anthea",Fiction,Nov,2010,German,Syrian Arab Republic,Undirected
Gordian Knot,"Schlink, Bernhard","Constantine, Peter",Fiction,Dec,2010,German,Germany,Undirected
Weekend,"Schlink, Bernhard","Whiteside, Shaun",Fiction,Oct,2010,German,Germany,Undirected
Woman with the Bouquet,"Schmitt, Eric-Emmanuel","Anderson, Alison",Fiction,Sept,2010,French,France,Undirected
War in Bom Fim,"Scliar, Moacyr","Foster, David William",Fiction,Oct,2010,Portuguese,Brazil,Undirected
Black Alley,"Segura, Mauricio","Cornelio, Dawn",Fiction,May,2010,French,Quebec,Undirected
Pelican Heart,"Sekou, Lasana","Ortega, Maria Teresa",Poetry,June,2010,Spanish,Saint Martin,Undirected
Scents of Marie-Claire,"Selmi, Habib","Qasem, Fadwa Al",Fiction,Apr,2010,Arabic,Tunisia,Undirected
"War & Love, Love & War","Shabtai, Aharon","Cole, Peter",Poetry,Sept,2010,Hebrew,Israel,Undirected
Thera,"Shalev, Zeruya","Sacks, H.",Fiction,Nov,2010,Hebrew,Israel,Undirected
Touch,"Shibli, Adania","Haydar, Paula",Fiction,Mar,2010,Arabic,"Palestinian Territory, Occupied",Undirected
Demon at Agi Bridge,"Shirane, Haruo","Watson, Burton",Fiction,Dec,2010,Japanese,Japan,Undirected
Death as a Side Effect,"Shua, Ana Maria","Labinger, Andrea",Fiction,Dec,2010,Spanish,Argentina,Undirected
Collaborators,"Siniac, Pierre","Stump, Jordan",Fiction,Apr,2010,French,France,Undirected
Helsinki Homicide: Vengeance,"Sipila, Jarkko","Ylitalo Leppa, Peter",Fiction,Nov,2010,Finnish,Finland,Undirected
2017,"Slavnikova, Olga","Schwartz, Marian",Fiction,Mar,2010,Russian,Russia,Undirected
Moscow Noir,"Smirnova, Natalia","various, various",Fiction,June,2010,Russian,Russia,Undirected
Cut Throat Dog,"Sobol, Joshua","Bilu, Dalya",Fiction,Nov,2010,Hebrew,Israel,Undirected
Black Minutes,"Solares, Martin","Estrada, Aura",Fiction,May,2010,Spanish,Mexico,Undirected
Norton Anthology of Latino Literature,"Stavans, Ilan","various, various",Fiction,Sept,2010,Spanish,Various,Undirected
Book of Things,"Steger, Ales","Henry, Brian",Poetry,Nov,2010,Slovenian,Slovenia,Undirected
Here,"Szymborska, Wislawa","Cavanagh, Clare",Poetry,Sept,2010,Polish,Poland,Undirected
Mexico City Noir,"Taibo II, Paco Ignacio","Obejas, Achy",Fiction,Feb,2010,Spanish,Mexico,Undirected
On Elegance While Sleeping,"Tegui, Viscount Lascano","Novey, Idra",Fiction,Nov,2010,Spanish,Argentina,Undirected
Book of the Edge,"Temelkuran, Ece","Perin, Deniz",Poetry,June,2010,Turkish,Turkey,Undirected
Zift: A Noir Novel,"Todorov, Vladislav","Benatov, Joseph",Fiction,Aug,2010,Bulgarian,Bulgaria,Undirected
Primeval and Other Times,"Tokarczuk, Olga","Lloyd-Jones, Antonia",Fiction,Apr,2010,Polish,Poland,Undirected
Self-Portrait Abroad,"Toussaint, Jean-Philippe","Lambert, John",Fiction,May,2010,French,Belgium,Undirected
Beyond the Court Gate,"Trai, Nguyen","Do, Nguyen",Poetry,May,2010,Chinese,China,Undirected
Sorrow Gondola,"Transtomer, Tomas","McGriff, Michael",Poetry,Oct,2010,Swedish,Sweden,Undirected
Piercing,"Tremblay, Larry","Gaboriau, Linda",Fiction,Oct,2010,French,Quebec,Undirected
Learning to Lose,"Trueba, David","Lethem, Mara Faye",Fiction,June,2010,Spanish,Spain,Undirected
Hotel Europa,"Tsepeneag, Dumitru","Camiller, Patrick",Fiction,June,2010,Romanian,Romania,Undirected
Baba Yaga Laid an Egg,"Ugresic, Dubravka","Elias-Bursac, Ellen",Fiction,Feb,2010,Croatian,Croatia,Undirected
Himalaya,"Un, Ko","Sang-Wha, Lee",Poetry,Nov,2010,Korean,South Korea,Undirected
Seven Churches,"Urban, Milos","Russell, Robert",Fiction,June,2010,Czech,Czech Republic,Undirected
Friction,"Urroz, Eloy","Fitz, Ezra",Fiction,Dec,2010,Spanish,Mexico,Undirected
engulf--enkindle,"Utler, Anja","Beals, Kurt",Poetry,Dec,2010,German,Germany,Undirected
Deathcats,"Valenzuela, Luisa","Tittler, Jonathan",Fiction,Oct,2010,Spanish,Argentina,Undirected
03: A Novel,"Valtat, Jean-Christophe","Angel, Mitzi",Fiction,June,2010,French,France,Undirected
Agaat,"Van Niekerk, Marlene","Heyns, Michiel",Fiction,May,2010,Afrikaans,South Africa,Undirected
Mexican Poetry Today: 20/20 Voices,"various, various","various, various",Poetry,July,2010,Spanish,Mexico,Undirected
Squaring the Circle: Winners of the Debut Prize,"various, various","various, various",Fiction,Sept,2010,Russian,Russia,Undirected
My Beautiful Death,"Venter, Eben","Stubbs, Luke",Fiction,Mar,2010,Afrikaans,South Africa,Undirected
Contemporary Jewish Writing in Brazil,"Vieira, Nelson","Vieira, Nelson",Fiction,Jan,2010,Portuguese,Brazil,Undirected
Answer to an Inquiry,"Walser, Robert","North, Paul",Fiction,Oct,2010,German,Switzerland,Undirected
Microscripts,"Walser, Robert","Bernofsky, Susan",Fiction,May,2010,German,Switzerland,Undirected
Mine-Haha or On the Bodily Education of Young Girls,"Wedekind, Frank","Ward, Philip",Fiction,Jan,2010,German,Germany,Undirected
Georg Letham: Physician and Murderer,"Weiss, Ernst","Rotenberg, Joel",Fiction,Jan,2010,German,Austria,Undirected
Joe Speedboat,"Wieringa, Tommy","Garrett, Sam",Fiction,Apr,2010,Dutch,Netherlands,Undirected
Sonderberg Case,"Wiesel, Elie","Temerson, Catherine",Fiction,Aug,2010,French,Romania,Undirected
To Hell with Cronje,"Winterbach, Ingrid","Silke, Elsa",Fiction,Sept,2010,Afrikaans,South Africa,Undirected
Missouri,"Wunnicke, Christine","Miller, David",Fiction,May,2010,German,Germany,Undirected
Stories of Ibis,"Yamamoto, Hiroshi","Nieda, Takami",Fiction,Apr,2010,Japanese,Japan,Undirected
Change,"Yan, Mo","Goldblatt, Howard",Fiction,May,2010,Chinese,China,Undirected
Villain,"Yoshida, Shuichi","Gabriel, Philip",Fiction,Aug,2010,Japanese,Japan,Undirected
Succubus,"Zabot, Vlado","Grau, Rawley",Fiction,Sept,2010,Slovenian,Slovenia,Undirected
Private Lives of Trees,"Zambra, Alejandro","McDowell, Megan",Fiction,July,2010,Spanish,Chile,Undirected
In Free Fall,"Zeh, Juli","Lo, Christine",Fiction,Apr,2010,German,Germany,Undirected
Riddles of Belief . . . And Love,"Zhe, Lin","Fowler, George",Fiction,Jan,2010,Chinese,China,Undirected
Human Beasts and Ghosts,"Zhongshu, Qian","various, various",Fiction,Dec,2010,Chinese,China,Undirected
Over Autumn Rooftops,"Zi, Hai","Murphy, Dan",Poetry,Sept,2010,Chinese,China,Undirected
Song for His Disappeared Love,"Zurita, Raul","Borzutzky, Daniel",Poetry,Aug,2010,Spanish,Chile,Undirected
Journey into the Past,"Zweig, Stefan","Bell, Anthea",Fiction,Oct,2010,German,Austria,Undirected
Homecoming Party,"Abate, Carmine",Europa Editions,Fiction,Aug,2010,Italian,Italy,Undirected
Saint Theresa and Sleeping with Strangers,"Abdelmegid, Bahaa",American University at Cairo,Fiction,May,2010,Arabic,Egypt,Undirected
Light of Desire,"Agosin, Marjorie",Swan Isle Press,Poetry,Jan,2010,Spanish,Chile,Undirected
Chinese Notebook,"Agrafiotis, Demosthenes",Ugly Duckling,Poetry,Oct,2010,Greek,Greece,Undirected
Maribor,"Agrafiotis, Demosthenes",Post-Apollo Press,Poetry,Feb,2010,Greek,Greece,Undirected
Literary Conference,"Aira, Cesar",New Directions,Fiction,May,2010,Spanish,Argentina,Undirected
Golden Age,"Ajvaz, Michal",Dalkey Archive,Fiction,Apr,2010,Czech,Czech Republic,Undirected
Puppet,"Al-Koni, Ibrahim",University of Texas,Fiction,Nov,2010,Arabic,Libyan Arab Jamahiriya,Undirected
Munira's Bottle,"al-Mohaimeed, Yousef",American University at Cairo,Fiction,Mar,2010,Arabic,Egypt,Undirected
"East Winds, West Winds","al-Saqr, Mahdi Issa",American University at Cairo,Fiction,May,2010,Arabic,Iraq,Undirected
Fish: A History of One Migration,"Aleshkovsky, Peter",Russian Information Services,Fiction,Sept,2010,Russian,Russia,Undirected
Babyfucker,"Allemann, Urs",Les Figues,Fiction,Jan,2010,German,Switzerland,Undirected
Island Beneath the Sea,"Allende, Isabel",HarperCollins,Fiction,Apr,2010,Spanish,Chile,Undirected
5 Meters of Poems,"Amat, Carlos Oquendo de",Ugly Duckling,Poetry,Feb,2010,Spanish,Peru,Undirected
Essential Poety of Bohdan Ihor Antonych,"Antonych, Bohdan Ihor",Bucknell University Press,Poetry,July,2010,Ukrainian,Ukraine,Undirected
Blooms of Darkness,"Appelfeld, Aharon",Schocken Books,Fiction,Mar,2010,Hebrew,Israel,Undirected
Solar Poems,"Aridjis, Homero",City Lights,Poetry,Mar,2010,Spanish,Mexico,Undirected
Kismet: A Kayankaya Mystery,"Arjouni, Jakob",Melville House,Fiction,Oct,2010,German,Germany,Undirected
Specters,"Ashour, Radwa",Interlink,Fiction,Sept,2010,Arabic,Egypt,Undirected
Tablet & Pen,"Aslan, Reza",W.W. Norton,Fiction,Nov,2010,Various,Various,Undirected
Obabakoak,"Atxaga, Bernardo",Graywolf,Fiction,Mar,2010,Basque,Spain,Undirected
Fox's Window and Other Stories,"Awa, Naoko",UNO Press,Fiction,June,2010,Japanese,Japan,Undirected
Winter Revels and Even Further into the Snows,"Aygi, Gennady",Rumor Books/Listening Chamber,Poetry,May,2010,Russian,Russia,Undirected
Star of Stone,"Baccalario, Pierdomenico",Random House,Fiction,Sept,2010,Italian,Italy,Undirected
transcript,"Backer, Heimrad",Dalkey Archive,Poetry,Feb,2010,German,Austria,Undirected
Ficticia,"Baranda, Maria",Shearsman Books,Poetry,Sept,2010,Spanish,Mexico,Undirected
Birds for a Demolition,"Barros, Manoel de",Carnegie Mellon Press,Poetry,Sept,2010,Portuguese,Brazil,Undirected
This Lamentable City,"Barskova, Polina",Tupelo Press,Poetry,Mar,2010,Russian,Russia,Undirected
Life and Memoirs of Doctor Pi and Other Stories,"Bayley, Edgar",Clockroot,Fiction,Oct,2010,Spanish,Argentina,Undirected
Dying,"Belletto, Rene",Dalkey Archive,Fiction,Oct,2010,French,France,Undirected
Portable Paradise,"Bencastro, Mario",Arte Publico,Fiction,Mar,2010,Spanish,El Salvador,Undirected
Rest Is Jungle,"Benedetti, Mario",Host Publications,Fiction,Mar,2010,Spanish,Uruguay,Undirected
Prose,"Bernhard, Thomas",Seagull Books,Fiction,Aug,2010,German,Austria,Undirected
Library of Shadows,"Birkegaard, Mikkel",Black Swan,Fiction,Nov,2010,Danish,Denmark,Undirected
To Music,"Bjornstad, Ketil",Maia,Fiction,June,2010,Norwegian,Norway,Undirected
"Rebecca, Born in the Maelstrom","Blais, Marie-Claire",House of Anansi,Fiction,Mar,2010,French,Quebec,Undirected
You Do Understand,"Blatnik, Andrej",Dalkey Archive,Fiction,Sept,2010,Slovenian,Slovenia,Undirected
Antwerp,"Bolano, Roberto",New Directions,Fiction,Apr,2010,Spanish,Chile,Undirected
Insufferable Gaucho,"Bolano, Roberto",New Directions,Fiction,Aug,2010,Spanish,Chile,Undirected
Monsieur Pain,"Bolano, Roberto",New Directions,Fiction,Jan,2010,Spanish,Chile,Undirected
Return,"Bolano, Roberto",New Directions,Fiction,July,2010,Spanish,Chile,Undirected
My Little War,"Boon, Louis Paul",Dalkey Archive,Fiction,Jan,2010,Flemish,Belgium,Undirected
My Kind of Girl,"Bose, Buddhadeva",Archipelago,Fiction,Oct,2010,Bengali,India,Undirected
These Hands,"Brandt, Per Aage",Host Publications,Poetry,Sept,2010,Danish,Denmark,Undirected
Broken Glass Park,"Bronsky, Alina",Europa Editions,Fiction,Apr,2010,German,Germany,Undirected
Prison Poems,"Bukharin, Nikolai",Seagull Books,Poetry,Feb,2010,Russian,Russia,Undirected
Winter Journey,"Cabre, Jaume",Swan Isle Press,Fiction,July,2010,Catalan,Spain,Undirected
Track of Sand,"Camilleri, Andrea",Penguin,Fiction,Nov,2010,Italian,Italy,Undirected
Wings of the Sphinx,"Camilleri, Andrea",Penguin,Fiction,Jan,2010,Italian,Italy,Undirected
Bandit Love,"Carlotto, Massimo",Europa Editions,Fiction,Oct,2010,Italian,Italy,Undirected
Past Is a Foreign Country,"Carofiglio, Gianrico",Minotaur,Fiction,July,2010,Italian,Italy,Undirected
Stone Lyre,"Char, Rene",Tupelo Press,Poetry,Feb,2010,French,France,Undirected
Life on Paper,"Chateaureynaud, Georges-Olivier",Small Beer,Fiction,May,2010,French,France,Undirected
King of Trees,"Cheng, Ah",New Directions,Fiction,June,2010,Chinese,China,Undirected
Jew Must Die,"Chessex, Jacques",Bitter Lemon,Fiction,Apr,2010,French,Switzerland,Undirected
Forest of Eyes,"Chimako, Tada",University of California Press,Poetry,Aug,2010,Japanese,Japan,Undirected
West Cliff Poems,"Chuan, Weng",Ahadada Books,Poetry,Dec,2010,Chinese,China,Undirected
Bunker Anatomy,"Claro, Christophe",Marick Press,Fiction,Dec,2010,French,France,Undirected
Novel Bookstore,"Cosse, Laurence",Europa Editions,Fiction,Aug,2010,French,France,Undirected
Jokers,"Cossery, Albert",New York Review Books,Fiction,May,2010,French,Egypt,Undirected
Splendid Conspiracy,"Cossery, Albert",New Directions,Fiction,May,2010,French,Egypt,Undirected
Eline Vere,"Couperus, Louis",Archipelago,Fiction,Apr,2010,Dutch,Netherlands,Undirected
Zarma Folkales of Niger,"Cushman, Amanda",Quale Press,Fiction,Mar,2010,French,Niger,Undirected
Black Square,"Dabrowski, Tadeusz",Zephyr Press,Poetry,June,2010,Polish,Poland,Undirected
Last Fix,"Dahl, K. O.",Minotaur,Fiction,Mar,2010,Norwegian,Norway,Undirected
Season of Infidelity,"Dan, Oniroku",Vertical,Fiction,Feb,2010,Japanese,Japan,Undirected
River Dies of Thirst,"Darwish, Mahmoud",Archipelago,Poetry,Feb,2010,Arabic,"Palestinian Territory, Occupied",Undirected
State of Siege,"Darwish, Mahmoud",Syracuse University Press,Poetry,June,2010,Arabic,"Palestinian Territory, Occupied",Undirected
Enter the Queen,"de Sade, Marquise",Interactive Publishers,Fiction,Mar,2010,French,France,Undirected
Without Anesthesia,"Debeljak, Ales",W.W. Norton,Poetry,Dec,2010,Slovenian,Slovenia,Undirected
Corinthian Copper,"Derieva, Regina",Marick Press,Poetry,Dec,2010,Russian,Russia,Undirected
Bait: Four Stories,"Devi, Mahasweta",Seagull Books,Fiction,June,2010,Bengali,India,Undirected
Queen of Jhansi,"Devi, Mahasweta",Seagull Books,Fiction,July,2010,Bengali,India,Undirected
Unforgivable,"Djian, Philippe",Simon & Schuster,Fiction,Mar,2010,French,France,Undirected
Postman,"Dok-su, Mun",Poetic Matrix Press,Poetry,May,2010,Korean,South Korea,Undirected
Field Is Lethal,"Doppelt, Suzanne",Counterpath Press,Poetry,Dec,2010,French,France,Undirected
Einstein Enigma,"dos Santos, Joses Rodrigues",HarperCollins,Fiction,Sept,2010,Portuguese,Portugal,Undirected
Hilda Hurricane,"Drummond, Roberto",University of Texas,Fiction,Sept,2010,Portuguese,Brazil,Undirected
Complete Poems,"du Guillet, Pernette",CRRS Publications,Poetry,Aug,2010,French,France,Undirected
Diver,"DuMont, Alfred Neven",St. Martin's,Fiction,Dec,2010,German,Germany,Undirected
Snow Plain: Selected Stories,"Duo, Duo",Zephyr Press,Fiction,Sept,2010,Chinese,China,Undirected
Possible Is Monstrous,"Durrenmatt, Friedrich",Black Lawrence Press,Poetry,Sept,2010,German,Switzerland,Undirected
Diary of an Innocent,"Duvert, Tony",Semiotext(e),Fiction,Oct,2010,French,France,Undirected
Shadow Woman,"Edwardson, Ake",Penguin,Fiction,Oct,2010,Swedish,Sweden,Undirected
Drumbeat,"El-Bisatie, Mohamed",American University at Cairo,Fiction,Apr,2010,Arabic,Egypt,Undirected
Zone,"Enard, Mathias",Open Letter,Fiction,Dec,2010,French,France,Undirected
Counterpoint,"Enquist, Anna",University of Western Australia,Fiction,Apr,2010,Dutch,Netherlands,Undirected
Blue Has No South,"Epstein, Alex",Clockroot,Fiction,Apr,2010,Hebrew,Israel,Undirected
Rosestrikes and Coffee Grinds,"Erozcelik, Seyhan",Talisman House,Poetry,Nov,2010,Turkish,Turkey,Undirected
Visitation,"Erpenbeck, Jenny",New Directions,Fiction,Sept,2010,German,Germany,Undirected
Lend Me Your Voice,"Espmark, Kjell",Marick Press,Poetry,Dec,2010,Swedish,Sweden,Undirected
Not Art,"Esterhazy, Peter",Ecco,Fiction,Mar,2010,Hungarian,Hungary,Undirected
American Girl,"Fagerholm, Monika",Other Press,Fiction,Feb,2010,Swedish,Sweden,Undirected
Three Sisters,"Feiyu, Bi",Houghton Mifflin Harcourt,Fiction,Aug,2010,Chinese,China,Undirected
Zulu,"Ferey, Caryl",Europa Editions,Fiction,Apr,2010,French,France,Undirected
Museum of Eterna's Novel,"Fernandez, Macedonio",Open Letter,Fiction,Feb,2010,Spanish,Argentina,Undirected
Cecilia,"Ferri, Linda",Europa Editions,Fiction,Apr,2010,Italian,Italy,Undirected
Swing in the Middle of Chaos,"Fischerova, Sylva",Bloodaxe,Poetry,June,2010,Czech,Czech Republic,Undirected
Sarinagara,"Forest, Philippe",Mercury House,Fiction,Jan,2010,French,France,Undirected
Aliss at the Fire,"Fosse, Jon",Dalkey Archive,Fiction,Sept,2010,Norwegian,Norway,Undirected
Broken,"Fossum, Karin",Houghton Mifflin Harcourt,Fiction,Aug,2010,Norwegian,Norway,Undirected
Blindness of the Heart,"Franck, Julia",Grove,Fiction,Oct,2010,German,Germany,Undirected
Every House Needs a Balcony,"Frank, Rina",HarperCollins,Fiction,June,2010,Hebrew,Israel,Undirected
Creaturing,"Fratus, Tiziano",Marick Press,Poetry,Apr,2010,Italian,Italy,Undirected
Botanical Garden,"Fremon, Jean",Green Integer,Fiction,Dec,2010,French,France,Undirected
Stone Cell,"Fu, Lo",Zephyr Press,Poetry,July,2010,Chinese,China,Undirected
Hate: A Romance,"Garcia, Tristan",Faber and Faber,Fiction,Nov,2010,French,France,Undirected
Hocus Bogus,"Gary, Romain",Yale University Press,Fiction,Mar,2010,French,France,Undirected
Almost Dead,"Gavron, Assaf",HarperCollins,Fiction,Apr,2010,Hebrew,Israel,Undirected
Between Words,"Gelman, Juan",Coimbra Editions,Poetry,Oct,2010,Spanish,Argentina,Undirected
Commentaries and Citations,"Gelman, Juan",Coimbra Editions,Poetry,Oct,2010,Spanish,Argentina,Undirected
Solitude of Prime Numbers,"Giaordano, Paolo",Viking,Fiction,Mar,2010,Italian,Italy,Undirected
History of Violets,"Giorgio, Marosa di",Ugly Duckling,Poetry,Nov,2010,Spanish,Uruguay,Undirected
Moses Expedition,"Gomez-Jurado, Juan",Atria,Fiction,Mar,2010,Spanish,Spain,Undirected
Hold on to the Sun,"Govrin, Michal",Feminist Press,Fiction,Nov,2010,Hebrew,Israel,Undirected
Box,"Grass, Gunter",Houghton Mifflin Harcourt,Fiction,Nov,2010,German,Germany,Undirected
To the End of the Land,"Grossman, David",Knopf,Fiction,Sept,2010,Hebrew,Israel,Undirected
Geometries,"Guillevic, Eugene",Ugly Duckling,Poetry,June,2010,French,France,Undirected
Conqueror,"Gursel, Nedim",Talisman House,Fiction,Jan,2010,Turkish,Turkey,Undirected
Summer without Dawn,"Hacikyan, Agop",Interlink,Fiction,Mar,2010,French,Quebec,Undirected
Wedding at Auschwitz,"Hackl, Erich",Serpent's Tail,Fiction,Apr,2010,German,Austria,Undirected
Lie,"Hammesfahr, Petra",Bitter Lemon,Fiction,Apr,2010,German,Germany,Undirected
Don Juan,"Handke, Peter",FSG,Fiction,Feb,2010,German,Austria,Undirected
Till Day You Do Part or A Question of Light,"Handke, Peter",Seagull Books,Fiction,Dec,2010,French,Austria,Undirected
It Will Return,"Hartwig, Julia",Northwestern University Press,Poetry,Apr,2010,Polish,Poland,Undirected
Am I a Redundant Human Being?,"Hartwig, Mela",Dalkey Archive,Fiction,Aug,2010,German,Austria,Undirected
Ouroboros Wave,"Hayashi, Jyouji",Viz Media,Fiction,Nov,2010,Japanese,Japan,Undirected
Eden,"Hedaya, Yael",Metropolitan,Fiction,Nov,2010,Hebrew,Israel,Undirected
Gush,"Hemmi, Yo",Counterpoint,Fiction,Aug,2010,Japanese,Japan,Undirected
Best European Fiction,"Hemon, Aleksandar",Dalkey Archive,Fiction,Jan,2010,Various,Various,Undirected
Tulip Virus,"Hermans, Danielle",Minotaur,Fiction,Apr,2010,Dutch,Netherlands,Undirected
Isle of Dreams,"Hino, Keizo",Dalkey Archive,Fiction,Dec,2010,Japanese,Japan,Undirected
Conditions of Light,"Hocquard, Emmanuel",Fence Books,Poetry,May,2010,French,France,Undirected
Lonely Hearts Killer,"Hoshino, Tomoyuki",PM Press,Fiction,Mar,2010,Japanese,Japan,Undirected
Vita Nuova,"Hrabal, Bohumil",Northwestern University Press,Fiction,May,2010,Czech,Czech Republic,Undirected
Story of My Voice,"Huttin, Genevieve",Host Publications,Poetry,May,2010,French,France,Undirected
Fireflies in the Mist,"Hyder, Qurratulain",New Directions,Fiction,Sept,2010,Urdu,India,Undirected
Long Road,"In-Suk, Kim",MerwinAsia,Fiction,Apr,2010,Korean,South Korea,Undirected
Hypothermia,"Indridason, Arnaldur",Minotaur,Fiction,Sept,2010,Icelandic,Iceland,Undirected
Kyra Kyralina,"Istrati, Panait",Talisman House,Poetry,Apr,2010,Romanian,Romania,Undirected
Harmony,"Itoh, Project",Viz Media,Fiction,July,2010,Japanese,Japan,Undirected
Director's Cut,"Japin, Arthur",Knopf,Fiction,Feb,2010,Dutch,Netherlands,Undirected
Miral,"Jebreal, Rula",Penguin,Fiction,Sept,2010,Italian,Israel,Undirected
Rising of the Ashes,"Jelloun, Tahar Ben",City Lights,Poetry,Mar,2010,French,Morocco,Undirected
Flash Cards,"Jian, Yu",Zephyr Press,Poetry,Oct,2010,Chinese,China,Undirected
Caribbean African upon Awakening,"Jimenez, Blas",Mango Publishing,Poetry,May,2010,Spanish,Dominican Republic,Undirected
Distant Sound,"Jonke, Gert",Dalkey Archive,Fiction,May,2010,German,Austria,Undirected
Accident,"Kadare, Ismail",Grove,Fiction,Nov,2010,Albanian,Albania,Undirected
Eighth Day,"Kakuta, Mitsuyo",Kodansha America,Fiction,May,2010,Japanese,Japan,Undirected
Yukikaze,"Kambayashi, Chohei",Viz Media,Fiction,Jan,2010,Japanese,Japan,Undirected
Ecco Anthology of International Poetry,"Kaminsky, Ilya",Ecco,Poetry,Mar,2010,Various,Various,Undirected
Unknown Places,"Kantor, Peter",Pleasure Boat Studio,Poetry,May,2010,Hungarian,Hungary,Undirected
Sleepwalker,"Karapanou, Margarita",Clockroot,Fiction,Sept,2010,Greek,Greece,Undirected
Swell,"Karystiani, Ioanna",Europa Editions,Fiction,Feb,2010,Greek,Greece,Undirected
Manazuru,"Kawakami, Hiromi",Counterpoint,Fiction,Sept,2010,Japanese,Japan,Undirected
Time of Sky & Castle in the Air,"Kawata, Ayane",Litmus Books,Poetry,May,2010,Japanese,Japan,Undirected
Fame,"Kehlmann, Daniel",Pantheon,Fiction,Sept,2010,German,Germany,Undirected
Comedy in a Minor Key,"Keilson, Hans",FSG,Fiction,July,2010,German,Germany,Undirected
Union Jack,"Kertesz, Imre",Melville House,Fiction,Jan,2010,Hungarian,Hungary,Undirected
Blaft Anthology of Tamil Pulp Fiction: Volume 2,"Khanna, Rakesh",Blaft,Fiction,Oct,2010,Tamil,India,Undirected
White Masks,"Khoury, Elias",Archipelago,Fiction,Apr,2010,Arabic,Lebanon,Undirected
Clash of Images,"Kilito, Abdelfattah",New Directions,Fiction,Sept,2010,French,Morocco,Undirected
Curious Tale of Mandogi's Ghost,"Kim, Sok-pom",Columbia University Press,Fiction,Sept,2010,Japanese,Japan,Undirected
Your Republic Is Calling You,"Kim, Young-ha",Houghton Mifflin Harcourt,Fiction,Sept,2010,Korean,South Korea,Undirected
Flower and Song: Poems of the Aztec Peoples,"Kissam, Edward",Anvil Press,Poetry,Sept,2010,Spanish,Mexico,Undirected
Selected Prose,"Kleist, Heinrich von",Archipelago,Fiction,Jan,2010,German,Germany,Undirected
"Look Back, Look Ahead","Kosovel, Srecko",Ugly Duckling,Poetry,Mar,2010,Slovenian,Slovenia,Undirected
Skylark,"Kosztolanyi, Dezso",New York Review Books,Fiction,Mar,2010,Hungarian,Hungary,Undirected
Voices from the Bitter Core,"Krechel, Ursula",Host Publications,Poetry,July,2010,German,Germany,Undirected
Like Things Made of Clay,"Kunze, Reiner",Green Integer,Poetry,Jan,2010,German,Germany,Undirected
Loups-Garous,"Kyogoku, Natsuhiko",Viz Media,Fiction,May,2010,Japanese,Japan,Undirected
Ice Princess,"Lackberg, Camilla",Pegasus,Fiction,June,2010,Swedish,Sweden,Undirected
