Titles,Source,Target,Genre,Month,Year,Lanuage,Country,Type
Stein Report,"Llop, Jose Carlos","Curtis, Howard",Fiction,Mar,2014,Spanish,Spain,Undirected
Good Life Elsewhere,"Lorchenkov, Vladimir","Ufberg, Ross",Fiction,Feb,2014,Russian,"Moldova, Republic of",Undirected
Wandering Harlot,"Lorentz, Iny","Chadeayne, Lee",Fiction,June,2014,German,Germany,Undirected
Stone Boy,"Loubiere, Sophie","Mahoney, Nora",Fiction,July,2014,French,France,Undirected
Wrath of the Just,"Loureiro, Manel","Carmell, Pamela",Fiction,May,2014,Spanish,Spain,Undirected
Pybrac,"Louys, Piere","Longnecker, Geoffrey",Poetry,Apr,2014,French,France,Undirected
Faces in the Crowd,"Luiselli, Valeria","MacSweeney, Christina",Fiction,May,2014,Spanish,Mexico,Undirected
New Watch,"Lukyanenko, Sergei","Bromfield, Andrew",Fiction,Apr,2014,Russian,Russia,Undirected
Ex Cathedra,"Machado de Assis, Joaquim Maria","Cheney, Glenn Alan",Fiction,Mar,2014,Portuguese,Brazil,Undirected
Selected Stories,"Machado de Assis, Joaquim Maria","McNeil, Rhett",Fiction,Apr,2014,Portuguese,Brazil,Undirected
L Notebook,"Macher, Sabine","Sikelianos, Eleni",Poetry,May,2014,French,Germany,Undirected
Asura Girl,"Maijyo, Otaro","Snyder, Stephen",Fiction,Nov,2014,Japanese,Japan,Undirected
Cemetery of Swallows,"Mallock, ","Rendall, Steven",Fiction,Apr,2014,French,France,Undirected
Game for Five,"Malvaldi, Marco","Curtis, Howard",Fiction,Apr,2014,Italian,Italy,Undirected
Three-Card Monte,"Malvaldi, Marco","Curtis, Howard",Fiction,Aug,2014,Italian,Italy,Undirected
First True Lie,"Mander, Marina","Twilley, Stephen",Fiction,Jan,2014,Italian,Italy,Undirected
Captives,"Manea, Norman","Harris, Jean",Fiction,Dec,2014,Romanian,Romania,Undirected
Bombay Stories,"Manto, Saadat Hasan","Reeck, Matt",Fiction,Mar,2014,Urdu,Pakistan,Undirected
Withering World,"Marai, Sandor","Ridland, John",Poetry,Apr,2014,Hungarian,Hungary,Undirected
Adam Buenosayres,"Marechal, Leopoldo","Cheadle, Norman",Fiction,Apr,2014,Spanish,Argentina,Undirected
Long Shadow,"Marklund, Liza","Smith, Neil",Fiction,Apr,2014,Swedish,Sweden,Undirected
Hotelles,"Mars, Emma","Pernsteiner, Alexis",Fiction,Apr,2014,French,France,Undirected
Castle of Whispers,"Martinez, Carole","Curtis, Howard",Fiction,Feb,2014,French,France,Undirected
Sleepworker,"Martinez, Cyrille","Stancil, Joseph Patrick",Fiction,Nov,2014,French,France,Undirected
Triangle,"Matsuura, Hisaki","Karashima, David",Fiction,May,2014,Japanese,Japan,Undirected
Limbo,"Mazzucco, Melania","Jewiss, Virginia",Fiction,Nov,2014,Italian,Italy,Undirected
Wallless Space,"Meister, Ernst","Foust, Graham",Poetry,Sept,2014,German,Germany,Undirected
Rain of the Future,"Mejer, Valerie","Zelman-Doring, A.S.",Poetry,Feb,2014,Spanish,Mexico,Undirected
Last Words from Montmartre,"Miaojin, Qiu","Heinrich, Ari Larissa",Fiction,June,2014,Chinese,Taiwan,Undirected
Why I Killed My Best Friend,"Michalopoulou, Amanda","Emmerich, Karen",Fiction,May,2014,Greek,Greece,Undirected
Thousand Times Broken,"Michaux, Henri","Conoley, Gillian",Poetry,Sept,2014,French,France,Undirected
Winter Mythologies and Abbots,"Michon, Pierre","Jefferson, Ann",Fiction,Mar,2014,French,France,Undirected
Iraqi Nights,"Mikhail, Dunya","Abu-Zeid, Kareem James",Poetry,May,2014,Arabic,Iraq,Undirected
Thousand Forests in One Acorn,"Miles, Valerie","Various, Various",Fiction,Sept,2014,Spanish,Various,Undirected
Confessions,"Minaro, Kanae","Snyder, Stephen",Fiction,Aug,2014,Japanese,Japan,Undirected
Man with the Compound Eyes,"Ming-Yi, Wu","Sterk, Darryl",Fiction,May,2014,Chinese,China,Undirected
Meal in Winter,"Mingarelli, Hubert","Taylor, Sam",Fiction,Oct,2014,French,France,Undirected
Frozen Dead,"Minier, Bernard","Anderson, Alison",Fiction,Aug,2014,French,France,Undirected
Possibility of Violence,"Mishani, D.A.","Hasak-Lowy, Todd",Fiction,July,2014,Hebrew,Israel,Undirected
Brides of Midsummer,"Moberg, Vilhelm","Brunot, Gudrun",Fiction,Feb,2014,Swedish,Sweden,Undirected
Crossing the Line,"Molay, Frederique","Trager, Anne",Fiction,Sept,2014,French,France,Undirected
Journey to Karabakh,"Morchiladze, Aka","Heighway, Elizabeth",Fiction,Jan,2014,Georgian,Georgia,Undirected
Star by My Head,"Morling, Malena","Ellerstrom, Jonas",Poetry,Jan,2014,Swedish,Sweden,Undirected
What Was Before,"Mosebach, Martin","Driscoll, Kari",Fiction,Oct,2014,German,Germany,Undirected
Bubble,"Motte, Anders de la","Smith, Neil",Fiction,Feb,2014,Swedish,Sweden,Undirected
In the City of Gold and Silver,"Mourad, Kenize","??, ??",Fiction,Oct,2014,French,France,Undirected
This Is the Garden,"Mozzi, Giulio","Harris, Elizabeth",Fiction,Jan,2014,Italian,Italy,Undirected
Our Lady of the Nile,"Mukasonga, Scholastique","Mauthner, Melanie",Fiction,Sept,2014,French,Rwanda,Undirected
Colorless Tsukuru Tazaki and His Years of Pilgrimage,"Murakami, Haruki","Gabriel, Philip",Fiction,Aug,2014,Japanese,Japan,Undirected
Gertrude,"Najmi, Hassan","Allen, Roger",Fiction,Feb,2014,Arabic,Morocco,Undirected
Evil and the Mask,"Nakamura, Fuminori","??, ??",Fiction,June,2014,Japanese,Japan,Undirected
Last Winter We Parted,"Nakamura, Fuminori","??, ??",Fiction,Oct,2014,Japanese,Japan,Undirected
Land of No Rain,"Nasser, Amjad","Wright, Jonathan",Fiction,June,2014,Arabic,Jordan,Undirected
Herstories,"Nayden, Michael","Various, Various",Fiction,Mar,2014,Ukrainian,Ukraine,Undirected
Self-Portrait in Green,"NDiaye, Marie","Stump, Jordan",Fiction,Nov,2014,French,France,Undirected
Cockroaches,"Nesbo, Jo","Bartlett, Don",Fiction,Feb,2014,Norwegian,Norway,Undirected
Son,"Nesbo, Jo","Barslund, Charlotte",Fiction,May,2014,Norwegian,Norway,Undirected
Natural Histories,"Nettel, Guadalupe","Lichtenstein, J.T.",Fiction,June,2014,Spanish,Mexico,Undirected
Bad Wolf,"Neuhaus, Nele","Murray, Steven",Fiction,Jan,2014,German,Germany,Undirected
Talking to Ourselves,"Neuman, Andres","Caistor, Nick",Fiction,Apr,2014,Spanish,Argentina,Undirected
Light Everywhere,"Nooteboom, Cees","Colmer, David",Poetry,Feb,2014,Dutch,Netherlands,Undirected
Karate Chop,"Nors, Dorthe","Aitken, Martin",Fiction,Feb,2014,Danish,Denmark,Undirected
Shipwrecked: Contemporary Stories by Women from Iran,"Nouraie-Simone, Fereshteh","Khalili, Sara",Fiction,Dec,2014,Persian,"Iran, Islamic Republic of",Undirected
Disappeared,"Ohlsson, Kristina","Death, Sarah",Fiction,Mar,2014,Swedish,Sweden,Undirected
Cage on the Sea,"Ohno, Kaoru","Murray, Giles",Fiction,Mar,2014,Japanese,Japan,Undirected
Butterflies in November,"Olafsdottir, Audur Ava","FitzGibbon, Brian",Fiction,Dec,2014,Icelandic,Iceland,Undirected
Granma Nineteen and the Soviet's Secret,"Ondjaki, ","Henighan, Stephen",Fiction,June,2014,Portuguese,Angola,Undirected
Radio,"Onnepalu, Tonu","Cullen, Adam",Fiction,Apr,2014,Estonian,Estonia,Undirected
Man Who Loved Dogs,"Padura, Leonardo","Kushner, Anna",Fiction,Jan,2014,Spanish,Cuba,Undirected
Florentine Emerald,"Palatchi, Agustin Bernaldo","??, ??",Fiction,Mar,2014,Spanish,Spain,Undirected
Cuba in Splinters,"Pardo Lazo, Orlando Luis","Gulley, Hillary",Fiction,June,2014,Spanish,Cuba,Undirected
Cold Centre,"Parei, Inka","Derbyshire, Katy",Fiction,Nov,2014,German,Germany,Undirected
Pavane for a Dead Princess,"Park, Min-gyu","Kim, Amber Hyun Jung",Fiction,Oct,2014,Korean,South Korea,Undirected
Man with the Lead Stomach,"Parot, Jean-Francois","Glencross, Michael",Fiction,May,2014,French,France,Undirected
Phantom of Rue Royale,"Parot, Jean-Francois","Curtis, Howard",Fiction,Nov,2014,French,France,Undirected
Barcelona Shadows,"Pastor, Marc","Lethem, Mara Faye",Fiction,June,2014,Catalan,Spain,Undirected
Antiquarian,"Patriau, Gustavo Faveron","Mulligan, Joseph",Fiction,June,2014,Spanish,Peru,Undirected
Matiushin Case,"Pavlov, Oleg","Bromfield, Andrew",Fiction,July,2014,Russian,Russia,Undirected
Chasers of the Wind,"Pehov, Alexey","Huntington, Elinor",Fiction,June,2014,Russian,Russia,Undirected
Siege,"Perez-Reverte, Arturo","Wynne, Frank",Fiction,Nov,2014,Spanish,Spain,Undirected
"Free Falling, As If in a Dream: The Story of a Crime","Persson, Leif GW","Norlen, Paul",Fiction,Feb,2014,Swedish,Sweden,Undirected
Secret of Hoa Sen,"Phan Que Mai, Nguyen","Weigl, Bruce",Poetry,Nov,2014,Vietnamese,Viet Nam (Vietnam),Undirected
Victus: The Fall of Barcelona,"Pinol, Albert Sanchez","??, ??",Fiction,Sept,2014,Catalan,Spain,Undirected
Aaron's Leap,"Platzova, Magdalena","Cravens, Craig",Fiction,Feb,2014,Czech,Czech Republic,Undirected
Walls of Delhi,"Prakash, Uday","Grunebaum, Jason",Fiction,May,2014,Hindi,India,Undirected
Sankya,"Prilepin, Zakhar","Parker, Jeff",Fiction,Apr,2014,Russian,Russia,Undirected
Mirror of Dew,"Qa'em-Maqami, Alam-Taj Zhale","Seyed-Gohrab, Asghar",Poetry,June,2014,Persian,"Iran, Islamic Republic of",Undirected
Curse on Dostoevsky,"Rahimi, Atiq","McLean, Polly",Fiction,Mar,2014,French,Afghanistan,Undirected
Crocodiles,"Rakha, Youssef","Moger, Robin",Fiction,Nov,2014,Arabic,Egypt,Undirected
Interior Landscape,"Ramanujan, A. K.","Ramanujan, A. K.",Poetry,Jan,2014,Tamil,India,Undirected
Efina,"Revaz, Noelle","Ball, David",Fiction,Feb,2014,French,Switzerland,Undirected
His Own Man,"Ribeiro, Edgard Telles","Hastings, Kim",Fiction,Sept,2014,Portuguese,Brazil,Undirected
Family Heirlooms,"Ribeiro Tavares, Zulmira","Hahn, Daniel",Fiction,Apr,2014,Portuguese,Brazil,Undirected
Sentimental Novel,"Robbe-Grillet, Alain","Brooke, D. E.",Fiction,July,2014,French,France,Undirected
Three New York Dadas and The Blind Man,"Roche, Henri-Pierre","Allen, Chris",Fiction,Jan,2014,French,France,Undirected
Severina,"Rosa, Rodrigo Rey","Andrews, Chris",Fiction,Feb,2014,Spanish,Guatemala,Undirected
Small Indiscretion,"Rudberg, Denise","Wideburg, Laura",Fiction,Feb,2014,Swedish,Sweden,Undirected
Diary of a Jewish Muslim,"Ruhayyim, Kamal","Enany, Sarah",Fiction,Sept,2014,Arabic,Egypt,Undirected
Papers in the Wind,"Sacheri, Eduardo","Lethem, Mara Faye",Fiction,May,2014,Spanish,Argentina,Undirected
Immortal Collection,"Saenz, Eva Garcia","Thwaites, Lilit Zekulin",Fiction,Apr,2014,Spanish,Spain,Undirected
La Grande,"Saer, Juan Jose","Dolph, Steve",Fiction,June,2014,Spanish,Argentina,Undirected
Soy Realidad,"Salamun, Tomas","Taren, Michael Thomas",Poetry,Sept,2014,Slovenian,Slovenia,Undirected
Butterfly Wings,"Salmawy, Mohamed","Cohen, Raphael",Fiction,July,2014,Arabic,Egypt,Undirected
Poetics of Wonder: Passage to Mogador,"Sanchez, Alberto Ruy","Buchanan, Rhonda",Poetry,July,2014,Spanish,Mexico,Undirected
Skylight,"Saramago, Jose","Costa, Margaret Jull",Fiction,Dec,2014,Portuguese,Portugal,Undirected
Dendera,"Sato, Yuya","Hawkes, Edwin",Fiction,Oct,2014,Japanese,Japan,Undirected
Signor Dido,"Savinio, Alberto","Pevear, Richard",Fiction,Jan,2014,Italian,Italy,Undirected
Traitors to All,"Scerbanenco, Giorgio","Curtis, Howard",Fiction,June,2014,Italian,Italy,Undirected
Giraffe's Neck,"Schalansky, Judith","Whiteside, Shaun",Fiction,Apr,2014,German,Germany,Undirected
Murder Farm,"Schenkel, Andrea Maria","Bell, Anthea",Fiction,June,2014,German,Germany,Undirected
Invisible Love,"Schmitt, Eric-Emmanuel","Curtis, Howard",Fiction,July,2014,French,France,Undirected
Nowhere People,"Scott, Paulo","Hahn, Daniel",Fiction,Sept,2014,Portuguese,Brazil,Undirected
"Sherazade: Missing: aged 17, dark curly hair, green eyes","Sebbar, Leila","Blair, Dorothy",Fiction,May,2014,French,Algeria,Undirected
In Praise of Poetry,"Sedakova, Olga","Sandler, Stephanie",Poetry,Dec,2014,Russian,Russia,Undirected
Hollywood: A New York Story,"Seguin, Marc","Gabinet-Kroo, Kathryn",Fiction,Aug,2014,French,Quebec,Undirected
Well-Tempered Heart,"Sendker, Jan-Philipp","Wiliarty, Kevin",Fiction,Jan,2014,German,Germany,Undirected
Fragments of Lichtenberg,"Senges, Pierre","Flanders, Gregory",Fiction,Oct,2014,French,France,Undirected
Birth of Our Power,"Serge, Victor","Greeman, Richard",Fiction,Dec,2014,French,France,Undirected
Ten Women,"Serrano, Marcela","Fowler, Beth",Fiction,Jan,2014,Spanish,Chile,Undirected
Indigo,"Setz, Clemens","Benjamin, Ross",Fiction,Nov,2014,German,Germany,Undirected
Derangements of My Contemporaries,"Shangyin, Li","Garcia-Roberts, Chloe",Poetry,June,2014,Chinese,China,Undirected
I'll Be Right There,"Shin, Kyung-Sook","Kim-Russell, Sora",Fiction,June,2014,Korean,South Korea,Undirected
Light and the Dark,"Shishkin, Mikhail","Bromfield, Andrew",Fiction,Jan,2014,Russian,Russia,Undirected
End of the City Map,"Showghi, Farhad","Waldrop, Rosmarie",Poetry,Jan,2014,German,Germany,Undirected
Patterns,"Si-young, Lee","Anthony, Brother",Poetry,Jan,2014,Korean,South Korea,Undirected
Place of the Heart,"Sigurdardottir, Steinunn","Roughton, Philip",Fiction,Mar,2014,Icelandic,Iceland,Undirected
I Remember You,"Sigurdardottir, Yrsa","Roughton, Philip",Fiction,Mar,2014,Icelandic,Iceland,Undirected
Last Days of My Mother,"Sigurdsson, Solvi Bjorn","Einarsdottir, Helga Soffia",Fiction,Aug,2014,Icelandic,Iceland,Undirected
Zbinden's Progress,"Simon, Christoph","McLaughlin, Donal",Fiction,Jan,2014,German,Switzerland,Undirected
Distant Father,"Skarmeta, Antonio","Cullen, John",Fiction,Sept,2014,Spanish,Chile,Undirected
Skin,"Skrjanec, Tone","Rohrer, Matthew",Poetry,May,2014,Slovenian,Slovenia,Undirected
Monsieur Le Commandant,"Slocombe, Romain","Browner, Jesse",Fiction,Feb,2014,French,France,Undirected
Sins & Innocents,"Sonmez, Burhan","??, ??",Fiction,Sept,2014,Turkish,Turkey,Undirected
"Ballerina, Ballerina","Sosic, Marko","Limon, Maja Visenjak",Fiction,Sept,2014,Slovenian,Slovenia,Undirected
World Shared,"Sosnicki, Dariusz","Florczyk, Piotr",Poetry,June,2014,Polish,Poland,Undirected
All Days Are Night,"Stamm, Peter","Hofmann, Michael",Fiction,Nov,2014,German,Switzerland,Undirected
Little Horse,"Steen, Thorvald","Anderson, James",Fiction,Nov,2014,Norwegian,Norway,Undirected
Expedition to the Baobab Tree,"Stockenstrom, Wilma","Coetzee, J. M.",Fiction,Apr,2014,Afrikaans,South Africa,Undirected
Mountain Poems of Stonehouse,"Stonehouse, ","Pine, Red",Poetry,May,2014,Chinese,China,Undirected
Miruna,"Suceava, Bogdan","Blyth, Alistair Ian",Fiction,Jan,2014,Romanian,Romania,Undirected
Only the Dead,"Sundstol, Vidar","Nunnally, Tiina",Fiction,Oct,2014,Norwegian,Norway,Undirected
White Tea Bowl,"Suzuki, Mitsu","McCandless, Kate",Poetry,Mar,2014,Japanese,Japan,Undirected
Genocide of One,"Takano, Kazuaki","Gabriel, Philip",Fiction,Dec,2014,Japanese,Japan,Undirected
Sheds/Hangars,"Tappy, Jose-Flore","Taylor, John",Poetry,Apr,2014,French,Switzerland,Undirected
Klaus Klump: A Man,"Tavares, Goncalo","McNeil, Rhett",Fiction,May,2014,Portuguese,Portugal,Undirected
Subtly Worded,"Teffi, ","Jackson, Anne Marie",Fiction,Dec,2014,Russian,Russia,Undirected
Tower,"Tellkamp, Uwe","??, ??",Fiction,July,2014,German,Germany,Undirected
Spines of Love,"Teran, Victor","Shook, David",Poetry,Apr,2014,Zapotec,Mexico,Undirected
Stone Bridge,"Terekhov, Alexander","Patterson, Simon",Fiction,Mar,2014,Russian,Russia,Undirected
Eat Him If You Like,"Teule, Jean","Phillips, Emily",Fiction,Oct,2014,French,France,Undirected
Hurlyburly's Husband,"Teule, Jean","Anderson, Alison",Fiction,Apr,2014,French,France,Undirected
Poisoning Angel,"Teule, Jean","Florence, Melanie",Fiction,July,2014,French,France,Undirected
Brief Space Between Color and Shade,"Tezza, Cristovao","??, ??",Fiction,Aug,2014,Portuguese,Brazil,Undirected
Helsinki Noir,"Thompson, James","Various, Various",Fiction,Oct,2014,Finnish,Finland,Undirected
God of Chance,"Thorup, Kirsten","Garton, Janet",Fiction,June,2014,Danish,Denmark,Undirected
Man,"Thuy, Kim","Fischman, Sheila",Fiction,Aug,2014,French,Quebec,Undirected
Paris,"Torrente, Marcos Giralt","Costa, Margaret Jull",Fiction,May,2014,Spanish,Spain,Undirected
Obese Christ,"Tremblay, Larry","Fischman, Sheila",Fiction,Apr,2014,French,Quebec,Undirected
Crossing the City,"Tremblay, Michel","Fischman, Sheila",Fiction,Oct,2014,French,Quebec,Undirected
Snow and Shadow,"Tse, Dorothy","Harman, Nicky",Fiction,June,2014,Chinese,China,Undirected
Moscow in the Plague Year,"Tsvetaeva, Marina","Whyte, Christopher",Poetry,Aug,2014,Russian,Russia,Undirected
Guyana,"Turcotte, Elise","Mullins, Rhonda",Fiction,June,2014,French,Quebec,Undirected
Big Green Tent,"Ulitskaya, Ludmila","Shayevich, Bela",Fiction,Dec,2014,Russian,Russia,Undirected
Cold Song,"Ullmann, Linn","Haveland, Barbara",Fiction,Apr,2014,Norwegian,Norway,Undirected
Matter of Gravity,"Vachon, Helene","Scott, Howard",Fiction,Apr,2014,French,Quebec,Undirected
Seventh Child,"Valeur, Erik","Semmel, K.E.",Fiction,Apr,2014,Danish,Denmark,Undirected
Baudelaire's Revenge,"Van Laerhoven, Bob","Doyle, Brian",Fiction,Apr,2014,Dutch,Netherlands,Undirected
Marketa Lazarova,"Vancura, Vladislav","Bulkin, Carleton",Fiction,June,2014,Czech,Czech Republic,Undirected
Bed of Nails,"Varenne, Antonin","Reynolds, Sian",Fiction,Nov,2014,French,France,Undirected
Best European Fiction 2015,"Various, Various","Various, Various",Fiction,Nov,2014,Various,Various,Undirected
Fifteen Iraqi Poets,"various, various","Mikhail, Dunya",Poetry,Jan,2014,Arabic,Iraq,Undirected
Death in Sardinia,"Vichi, Marco","Sartarelli, Stephen",Fiction,Mar,2014,Italian,Italy,Undirected
Quesadillas,"Villalobos, Juan Pablo","Harvey, Rosalind",Fiction,Feb,2014,Spanish,Mexico,Undirected
Writers,"Volodine, Antoine","Rogers, Katina",Fiction,July,2014,French,France,Undirected
Wandering Hong Kong with Spirits,"Waitong, Liu","Sham, Desmond",Poetry,May,2014,Chinese,China,Undirected
Blue Soda Siphon,"Widmer, Urs","McLaughlin, Donal",Fiction,Nov,2014,German,Switzerland,Undirected
Elusive Moth,"Winterbach, Ingrid","Gouws, Iris",Fiction,July,2014,Afrikaans,South Africa,Undirected
August,"Wolf, Christa","Derbyshire, Katy",Fiction,Feb,2014,German,Germany,Undirected
Something Crosses My Mind,"Xiaoni, Wang","Goodman, Eleanor",Poetry,July,2014,Chinese,China,Undirected
Last Lover,"Xue, Can","Wasmoen, Annelise Finegan",Fiction,July,2014,Chinese,China,Undirected
Grass Roots,"Yang, Xiang","Balcolm, John",Poetry,Sept,2014,Chinese,China,Undirected
Selected Poems 1957-2009,"Yeryomin, Mikhail","Kates, Jim",Poetry,Nov,2014,Russian,Russia,Undirected
Salsa,"Yu, Hsia","Bradbury, Steve",Poetry,June,2014,Chinese,China,Undirected
"Sister, Sister","Zabuzhko, Oksana","??, ??",Fiction,Nov,2014,Ukrainian,Ukraine,Undirected
Monarch of the Square,"Zafzaf, Muhammad","Sryfi, Mbarek",Fiction,Oct,2014,Arabic,Morocco,Undirected
Nine Rabbits,"Zaharieva, Virginia","Rodel, Angela",Fiction,Apr,2014,Bulgarian,Bulgaria,Undirected
Running through Beijing,"Zechen, Xu","Abrahamsen, Eric",Fiction,May,2014,Chinese,China,Undirected
Decompression,"Zeh, Juli","Cullen, John",Fiction,May,2014,German,Germany,Undirected
Stone Tablets,"Zukrowski, Wojciech","Kraft, Stephanie",Fiction,Mar,2014,Polish,Poland,Undirected
Selected Stories,"Abasiyanik, Sait Faik",Archipelago,Fiction,Dec,2014,Turkish,Turkey,Undirected
Tehran Noir,"Abdoh, Salar",Akashic Books,Fiction,Oct,2014,Persian,"Iran, Islamic Republic of",Undirected
King,"Abdolah, Kader",New Directions,Fiction,Sept,2014,Dutch,"Iran, Islamic Republic of",Undirected
"Fly Away, Pigeon","Abonji, Melinda Nadj",Seagull Books,Fiction,Nov,2014,German,Switzerland,Undirected
Pig's Foot,"Acosta, Carlos",Bloomsbury,Fiction,Jan,2014,Spanish,Cuba,Undirected
Wall,"Adler, H. G.",Random House,Fiction,Dec,2014,German,Germany,Undirected
Baboon,"Aidt, Naja Marie",Two Lines Press,Fiction,Oct,2014,Danish,Denmark,Undirected
Conversations,"Aira, Cesar",New Directions,Fiction,June,2014,Spanish,Argentina,Undirected
What Have You Carried Over?,"Akin, Gulten",Talisman House,Poetry,Jan,2014,Turkish,Turkey,Undirected
Traces,"Al-Ghitani, Gamal",Bloomsbury Qatar,Fiction,Nov,2014,Arabic,Egypt,Undirected
Anubis,"al-Koni, Ibrahim",American University at Cairo,Fiction,May,2014,Arabic,Libya,Undirected
"New Waw, Saharan Oasis","Al-Koni, Ibrahim",University of Texas,Fiction,Jan,2014,Arabic,Libya,Undirected
Sleepless Eye,"al-Koni, Ibrahim",Syracuse University Press,Poetry,Mar,2014,Arabic,Libya,Undirected
"Epistle of Forgiveness, Volume Two","al-Ma'arri, Abu l-'Ala'",New York University Press,Fiction,Mar,2014,Arabic,Syrian Arab Republic,Undirected
Lady from Tel Aviv,"al-Madhoun, Raba'i",Telegram,Fiction,May,2014,Arabic,"Palestinian Territory, Occupied",Undirected
Muniras Bottle,"al-Mohaimeed, Yousef",American University at Cairo,Fiction,May,2014,Arabic,Saudi Arabia,Undirected
Dates on My Fingers,"al-Ramli, Muhsin",American University at Cairo,Fiction,May,2014,Arabic,Iraq,Undirected
"Leg over Leg, Volume 3","al-Shidyaq, Ahmad Faris",Library of Arabic Literature,Fiction,June,2014,Arabic,Lebanon,Undirected
"Leg over Leg, Volume 4","al-Shidyaq, Ahmad Faris",Library of Arabic Literature,Fiction,June,2014,Arabic,Lebanon,Undirected
Deadly Tasting,"Alaux, Jean-Pierre",Le French,Fiction,Oct,2014,French,France,Undirected
Grand Cru Heist,"Alaux, Jean-Pierre",Le French,Fiction,June,2014,French,France,Undirected
Nightmare in Burgundy,"Alaux, Jean-Pierre",Le French,Fiction,July,2014,French,France,Undirected
Treachery in Bordeaux,"Alaux, Jean-Pierre",Le French,Fiction,May,2014,French,France,Undirected
Globetrotter,"Albahari, David",Yale University Press,Fiction,Aug,2014,Swedish,Serbia and Montenegro,Undirected
Learning Cyrillic,"Albahari, David",Dalkey Archive,Fiction,Dec,2014,Serbian,Serbia and Montenegro,Undirected
Little Man,"Alexandrova-Zorina, Liza",Glas,Fiction,Apr,2014,Russian,Russia,Undirected
Ripper,"Allende, Isabel",HarperCollins,Fiction,Feb,2014,Spanish,Chile,Undirected
Africa39,"Allfrey, Ellah Wakatama",Bloomsbury,Fiction,Oct,2014,Various,Various,Undirected
Fullblood Arabian,"Alomar, Osama",New Directions,Poetry,Jan,2014,Arabic,Syrian Arab Republic,Undirected
On Leave,"Anselme, Daniel",Faber and Faber,Fiction,Mar,2014,French,France,Undirected
"Suddenly, Love","Appelfeld, Aharon",Schocken Books,Fiction,May,2014,Hebrew,Israel,Undirected
Blue Lorries,"Ashour, Radwa",Bloomsbury Qatar,Fiction,July,2014,Arabic,Egypt,Undirected
Woman from Tantoura,"Ashour, Radwa",American University at Cairo,Fiction,June,2014,Arabic,"Palestinian Territory, Occupied",Undirected
Selected Stories,"Askildsen, Kjell",Dalkey Archive,Fiction,May,2014,Norwegian,Norway,Undirected
Once Upon a Time in Rio,"Azevedo, Francisco",Atria,Fiction,June,2014,Portuguese,Brazil,Undirected
Man Called Ove,"Backman, Fredrik",Atria,Fiction,July,2014,Swedish,Sweden,Undirected
Flametti,"Ball, Hugo",Wakefield Press,Fiction,May,2014,German,Switzerland,Undirected
Rain over Madrid,"Barba, Andres",Hispabooks Publishing,Fiction,Sept,2014,Spanish,Spain,Undirected
Mr. Gwyn,"Baricco, Alessandro",McSweeney's Books,Fiction,July,2014,Italian,Italy,Undirected
Cherry Red Summer,"Bartsch, Carina",AmazonCrossing,Fiction,June,2014,German,Germany,Undirected
Wall and Other Stories,"Becker, Jurek",Arcade,Fiction,May,2014,German,Germany,Undirected
Flowers & Mishima's Illustrated Biography,"Bellatin, Mario",7Vientos,Fiction,Feb,2014,Spanish,Mexico,Undirected
Fairy Tale,"Bengtsson, Jonas",Other Press,Fiction,Apr,2014,Danish,Denmark,Undirected
Privy Portrait,"Benoziglio, Jean-Luc",Seagull Books,Fiction,July,2014,French,France,Undirected
Hotel Brasil,"Betto, Frei",Bitter Lemon,Fiction,Mar,2014,Portuguese,Brazil,Undirected
Dead Stars,"Bisama, Alvaro",Ox and Pigeon,Fiction,Mar,2014,Spanish,Chile,Undirected
Symmetry Teacher,"Bitov, Andrei",FSG,Fiction,July,2014,Russian,Russia,Undirected
"Nothing For You Here, Young Man","Blais, Marie-Claire",House of Anansi,Fiction,June,2014,French,Quebec,Undirected
Corpse Exhibition: And Other Stories of Iraq,"Blasim, Hassan",Penguin,Fiction,Feb,2014,Arabic,Iraq,Undirected
Law of Desire,"Blatnik, Andrej",Dalkey Archive,Fiction,Aug,2014,Slovenian,Slovenia,Undirected
Lady in White,"Bobin, Christian",University of Nebraska,Fiction,Dec,2014,French,France,Undirected
Days of the Deer,"Bodoc, Lilana",Atlantic Books,Fiction,June,2014,Spanish,Argentina,Undirected
Little Lumpen Novelita,"Bolano, Roberto",New Directions,Fiction,Sept,2014,Spanish,Chile,Undirected
Parrots,"Bologna, Filippo",Pushkin Press,Fiction,May,2014,Italian,Italy,Undirected
Rapids,"Boltshauser, Patrick",Dalkey Archive,Fiction,Apr,2014,German,Liechtenstein,Undirected
Passion,"Bonelli, Florencia",AmazonCrossing,Fiction,Jan,2014,Spanish,Argentina,Undirected
Digamma,"Bonnefoy, Yves",Seagull Books,Poetry,Feb,2014,French,France,Undirected
Collected Poems,"Brambach, Rainer",Seagull Books,Poetry,Feb,2014,German,Switzerland,Undirected
Rubble Flora,"Braun, Volker",Seagull Books,Poetry,Sept,2014,German,Germany,Undirected
Love Poems,"Brecht, Bertolt",Liveright,Poetry,Nov,2014,German,Germany,Undirected
Where Monsters Dwell,"Brekke, Jorgen",Minotaur,Fiction,Feb,2014,Norwegian,Norway,Undirected
Just Call Me a Superhero,"Bronsky, Alina",Europa Editions,Fiction,Nov,2014,German,Germany,Undirected
Literature Express,"Bugadze, Lasha",Dalkey Archive,Fiction,Jan,2014,Georgian,Georgia,Undirected
