Titles,Source,Target,Genre,Month,Year,Lanuage,Country,Type
No World Concerto,"Porta, A. G.","McNeil, Rhett",Fiction,Oct,2011,Spanish,Spain,Undirected
Mister Blue,"Poulin, Jacques","Fischman, Sheila",Fiction,Dec,2011,French,Quebec,Undirected
Philosopher's Kiss,"Prange, Peter","??, ??",Fiction,Apr,2011,German,Germany,Undirected
So You May See,"Prince, Mona","Cohen, Raphael",Fiction,June,2011,Arabic,Egypt,Undirected
Morgue Drawer Four,"Profijt, Jutta","Macki, Erik J.",Fiction,Dec,2011,German,Germany,Undirected
New Moscow Philosophy,"Pyetsukh, Vyacheslav","Steiger, Krystyna",Fiction,June,2011,Russian,Russia,Undirected
Correspondence of Fradique Mendes,"Queiros, Jose Maria Eca de","Rabassa, Gregory",Fiction,Aug,2011,Portuguese,Portugal,Undirected
Thousand Rooms of Dream and Fear,"Rahimi, Atiq","Maguire, Sarah",Fiction,Jan,2011,Dari,Afghanistan,Undirected
Brave Balance,"Reh, Rusalka","Derbyshire, Katy",Fiction,Aug,2011,German,Australia,Undirected
Pizzicato: The Abduction of the Magic Violin,"Reh, Rusalka","Wilson, David Henry",Fiction,Feb,2011,German,Australia,Undirected
Secret of the Water Knight,"Reh, Rusalka","Derbyshire, Katy",Fiction,May,2011,German,Australia,Undirected
All Is Flesh,"Renaud, Yannick","Hazelton, Hugh",Poetry,Sept,2011,French,Quebec,Undirected
House of the Fortunate Buddhas,"Ribeiro, Joao Ubaldo","Landers, Clifford",Fiction,June,2011,Portuguese,Brazil,Undirected
To Refrain from Embracing,"Rinck, Monika","Grindell, Nicholas",Poetry,Nov,2011,German,Germany,Undirected
Procession of Shadows,"Rios, Julian","Caistor, Nick",Fiction,May,2011,Spanish,Spain,Undirected
Books Burn Badly,"Rivas, Manuel","Dunne, Jonathan",Fiction,Oct,2011,Galician,Spain,Undirected
Pope's Assassin,"Rocha, Luis","McAllister, Robin",Fiction,Apr,2011,Portuguese,Portugal,Undirected
Selected Stories of Merce Rodoreda,"Rodoreda, Merce","Tennent, Martha",Fiction,Feb,2011,Catalan,Spain,Undirected
Explosion of the Radiator Hose,"Rolin, Jean","Lalaurie, Louise Rogers",Fiction,Apr,2011,French,France,Undirected
Architect of Ruins,"Rosendorfer, Herbert","Mitchell, Mike",Fiction,May,2011,German,Germany,Undirected
Good Offices,"Rosero, Evelio","McLean, Anne",Fiction,Sept,2011,Spanish,Colombia,Undirected
Three Seconds,"Roslund, Anders","Dickson, Kari",Fiction,Jan,2011,Swedish,Sweden,Undirected
Whole of Poetry is Preposition,"Royet-Journoud, Claude","Waldrop, Keith",Poetry,Oct,2011,French,France,Undirected
Thrown into Nature,"Ruskov, Milen","Rodel, Angela",Fiction,Nov,2011,Bulgarian,Bulgaria,Undirected
Chukchi Bible,"Rytkheu, Yuri","Chavasse, Ilona Yazhbin",Fiction,Feb,2011,Russian,Russia,Undirected
Zeina,"Saadawi, Nawal El","Nowaira, Amira",Fiction,Sept,2011,Arabic,Egypt,Undirected
Love Poems,"Sabines, Jaime","Carberry, Colin",Poetry,Oct,2011,Spanish,Mexico,Undirected
Secret in Their Eyes,"Sacheri, Eduardo","Cullen, John",Fiction,Oct,2011,Spanish,Argentina,Undirected
World Through the Eyes of Angels,"Saeed, Mahmoud","Salter, Samuel",Fiction,Nov,2011,Arabic,Iraq,Undirected
Scars,"Saer, Juan Jose","Dolph, Steve",Fiction,Dec,2011,Spanish,Argentina,Undirected
Present Tense of the World,"Said, Amina","Hacker, Marilyn",Poetry,June,2011,Arabic,Tunisia,Undirected
Blue Tower,"Salamun, Tomaz","Biggings, Michael",Poetry,Oct,2011,Slovenian,Slovenia,Undirected
Cain,"Saramago, Jose","Costa, Margaret Jull",Fiction,Oct,2011,Portuguese,Portugal,Undirected
Art of Stepping Through Time,"Sayeh, H.E.","Sweeney, Chad",Poetry,Nov,2011,Persian,"Iran, Islamic Republic of",Undirected
Druggist of Auschwitz: A Documentary Novel,"Schlesak, Dieter","Hargraves, John",Fiction,Apr,2011,German,Romania,Undirected
Concerto in Memory of an Angel,"Schmitt, Eric-Emmanuel","Anderson, Alison",Fiction,June,2011,French,France,Undirected
Adam and Evelyn,"Schulze, Ingo","Woods, John E.",Fiction,Nov,2011,German,Germany,Undirected
Motti,"Schurr, Asaf","Hasak-Lowy, Todd",Fiction,May,2011,Hebrew,Israel,Undirected
Morning Star,"Schwarz-Bart, Andre","Rose, Julie",Fiction,Mar,2011,French,France,Undirected
Lyric Novella,"Schwarzenbach, Annemarie","Jones, Lucy Renner",Fiction,Oct,2011,German,Switzerland,Undirected
Kafka's Leopards,"Scliar, Moacyr","Beebee, Thomas",Fiction,Sept,2011,Portuguese,Brazil,Undirected
Accident,"Sebastian, Mihail","Henighan, Stephen",Fiction,May,2011,Romanian,Romania,Undirected
Emperor of Lies,"Sem-Sandberg, Steve","Death, Sarah",Fiction,Sept,2011,Swedish,Sweden,Undirected
Shadow of What We Were,"Sepulveda, Luis","Curtis, Howard",Fiction,Feb,2011,Spanish,Chile,Undirected
Memoirs of a Revolutionary,"Serge, Victor","Sedgwick, Peter",Fiction,Nov,2011,French,France,Undirected
Field,"Serup, Martin Glaz","Sand-Iversen, Christopher",Poetry,Nov,2011,Danish,Denmark,Undirected
Hashish Waiter,"Shalaby, Khairy","Talib, Adam",Fiction,July,2011,Arabic,Egypt,Undirected
Please Look After Mom,"Shin, Kyung-sook","Kim, Chi-young",Fiction,Apr,2011,Korean,South Korea,Undirected
Fireproof Box,"Shulpyakov, Gleb","Mattison, Christopher",Poetry,Apr,2011,Russian,Russia,Undirected
Lost Angel,"Sierra, Javier","Frias, Carlos",Fiction,Oct,2011,Spanish,Spain,Undirected
Birdbrain,"Sinisalo, Johanna","Hackston, David",Fiction,Apr,2011,Finnish,Finland,Undirected
Night of Shooting Stars,"Sinisgalli, Leonardo","Di Piero, W. S.",Poetry,Feb,2011,Italian,Italy,Undirected
"Faster I Walk, the Smaller I Am","Skomsvold, Kjersti","Pierce, Kerri",Fiction,Oct,2011,Norwegian,Norway,Undirected
Shortcut to Paradise,"Solana, Teresa","Bush, Peter",Fiction,Mar,2011,Catalan,Spain,Undirected
Apricot Jam and Other Stories,"Solzhenitsyn, Aleksandr","Lanz, Kenneth",Fiction,Sept,2011,Russian,Russia,Undirected
Day of the Oprichnik,"Sorokin, Vladimir","Gambrell, Jamey",Fiction,Mar,2011,Russian,Russia,Undirected
Ice Trilogy,"Sorokin, Vladimir","Gambrell, Jamey",Fiction,Feb,2011,Russian,Russia,Undirected
Everybody's Right,"Sorrentino, Paolo","Shugaar, Antony",Fiction,Oct,2011,Italian,Italy,Undirected
Lodgings,"Sosnowski, Andrzej","Paloff, Benjamin",Poetry,Mar,2011,Polish,Poland,Undirected
Porthole,"Spatola, Adriano","Cavatorta, Beppe",Fiction,Mar,2011,Italian,Italy,Undirected
Yours Until Death,"Staalesen, Gunnar","Amassian, Margaret",Fiction,July,2011,Norwegian,Norway,Undirected
Seven Years,"Stamm, Peter","Hofmann, Michael",Fiction,Mar,2011,German,Switzerland,Undirected
Dukla,"Stasiuk, Andrzej","Johnston, Bill",Fiction,Oct,2011,Polish,Poland,Undirected
Coming from an Off-Key Time,"Suceava, Bogdan","Blyth, Alistair Ian",Fiction,Jan,2011,Romanian,Romania,Undirected
Bitter Bitch,"Sveland, Maria","Tucker, Katarina",Fiction,June,2011,Swedish,Sweden,Undirected
Building the Barricade,"Swir, Anna","Florczyk, Piotr",Poetry,Mar,2011,Polish,Poland,Undirected
Life and a Half,"Tansi, Sony Labou","Dundy, Alison",Fiction,Feb,2011,French,Congo,Undirected
Learning to Pray in the Age of Technology,"Tavares, Goncalo","Hahn, Daniel",Fiction,Aug,2011,Portuguese,Portugal,Undirected
Last Books of Hector Viel Temperley,"Temperley, Hector Viel","Krimko, Stuart",Poetry,Dec,2011,Spanish,Argentina,Undirected
Boat to Redemption,"Tong, Su","Goldblatt, Howard",Fiction,Sept,2011,Chinese,China,Undirected
Truth about Marie,"Toussaint, Jean-Philippe","Smith, Matthew",Fiction,Sept,2011,French,France,Undirected
Deleted World,"Transtromer, Tomas","Robertson, Robin",Poetry,Dec,2011,Swedish,Sweden,Undirected
Judith's Sister,"Tremblay, Lisa","Gaboriau, Linda",Fiction,Nov,2011,French,Quebec,Undirected
Crossing the Continent,"Tremblay, Michel","Fischman, Shelia",Fiction,Sept,2011,French,Quebec,Undirected
In Red,"Tulli, Magdalena","Johnson, Bill",Fiction,July,2011,Polish,Poland,Undirected
Mardock Scramble,"Ubukata, Tow","Hawkes, Edwin",Fiction,Jan,2011,Japanese,Japan,Undirected
"Daniel Stein, Interpreter: A Novel","Ulitskaya, Ludmila","Tait, Arch",Fiction,Apr,2011,Russian,Russia,Undirected
Path to the Sea,"Ursu, Liliana","Sorkin, Adam",Poetry,Sept,2011,Romanian,Romania,Undirected
Dark Desires and the Others,"Valenzuela, Luisa","Clark, Susan",Fiction,May,2011,Spanish,Argentina,Undirected
A Bit of Everything,"Valera, Juan","Warren, Johanna",Fiction,Feb,2011,Spanish,Spain,Undirected
Dona Luz,"Valera, Juan","Barger, Kenneth Evan",Fiction,Feb,2011,Spanish,Spain,Undirected
Against Professional Secrets,"Vallejo, Cesar","Mulligan, Joseph",Poetry,Apr,2011,Spanish,Peru,Undirected
Themba--A Boy Called Hope,"van Dijk, Lutz","Chubb, Karin",Fiction,Sept,2011,Afrikaans,South Africa,Undirected
Uncertain Place,"Vargas, Fred","Reynolds, Sian",Fiction,Nov,2011,French,France,Undirected
300 Tang Poems,"various, various","Waters, Geoffrey",Poetry,Oct,2011,Chinese,China,Undirected
Emerging Arab Voices,"various, various","Clark, Peter",Fiction,Apr,2011,Arabic,Various,Undirected
Haiti Noir,"Various, Various","Ball, David",Fiction,Jan,2011,Spanish,Haiti,Undirected
Off the Beaten Tracks,"various, various","various, various",Fiction,Mar,2011,Russian,Russia,Undirected
Short Stories in Japanese,"Various, Various","Emmerich, Michael",Fiction,May,2011,Japanese,Japan,Undirected
Tamil Love Poetry,"various, various","Selby, Martha Ann",Poetry,May,2011,Tamil,India,Undirected
Secret History of Costaguana,"Vasquez, Juan Gabriel","McLean, Anne",Fiction,June,2011,Spanish,Colombia,Undirected
Perfect Order,"Vayenas, Nasos","Berengarten, Richard",Poetry,May,2011,Greek,Greece,Undirected
Quiet Chaos,"Veronesi, Sandro","Moore, Michael",Fiction,Apr,2011,Italian,Italy,Undirected
To Hell with the Ugly,"Vian, Boris","Knobloch, Paul",Fiction,July,2011,French,France,Undirected
Underground Time,"Vigan, Delphine de","??, ??",Fiction,Nov,2011,French,France,Undirected
Never Any End to Paris,"Vila-Matas, Enrique","McLean, Anne",Fiction,May,2011,Spanish,Spain,Undirected
In Spite of the Dark Silence,"Volpi, Jorge","Maciel, Olivia",Fiction,Jan,2011,Spanish,Mexico,Undirected
My Name Is Vaselinetjie,"von Meck, Anoeschka","Silke, Elsa",Fiction,Mar,2011,Afrikaans,South Africa,Undirected
Crime: Stories,"von Schirach, Ferdinand","Janeway, Carol Brown",Fiction,Jan,2011,German,Germany,Undirected
Passage of Tears,"Waberi, Abdorahman","Ball, David",Fiction,Dec,2011,French,Djibouti,Undirected
Silence,"Wagner, Jan Costin","Bell, Anthea",Fiction,Dec,2011,German,Germany,Undirected
Russian Affair,"Wallner, Michael","Cullen, John",Fiction,Apr,2011,German,Austria,Undirected
Berlin Stories,"Walser, Robert","Bernofsky, Susan",Fiction,Oct,2011,German,Switzerland,Undirected
Push Open the Window: Contemporary Poetry from China,"Wang, Qingping","various, various",Poetry,Aug,2011,Chinese,China,Undirected
My Berlin Child,"Wiazemsky, Anne","Anderson, Alison",Fiction,Mar,2011,French,France,Undirected
My Mother's Lover,"Widmer, Urs","McLaughlin, Donal",Fiction,June,2011,German,Switzerland,Undirected
Book of Happenstance,"Winterbach, Ingrid","Winterbach, Ingrid",Fiction,May,2011,Afrikaans,South Africa,Undirected
Necrophiliac,"Wittkop, Gabrielle","Bapst, Don",Fiction,May,2011,French,Quebec,Undirected
"Golden Lotus: Jin Ping Mei, Volume 1","Xiaoxiaosheng, Lanling","Egerton, Clement",Fiction,Oct,2011,Chinese,China,Undirected
Empty Room,"Xin, Mu","Liu, Toming Jun",Fiction,May,2011,Chinese,China,Undirected
Vertical Motion,"Xue, Can","Gernant, Keren",Fiction,Sept,2011,Chinese,China,Undirected
Dream of Ding Village,"Yan, Lianke","Carter, Cindy",Fiction,Jan,2011,Chinese,China,Undirected
Fire Wind,"Yauri, Yvan","del Pozo, Marta",Poetry,Feb,2011,Spanish,Peru,Undirected
Lake,"Yoshimoto, Banana","Emmerich, Michael",Fiction,May,2011,Japanese,Japan,Undirected
Sushi to Ninja,"Yoshinori, Shimizu","Walley, Glynne",Fiction,Sept,2011,Japanese,Japan,Undirected
Fieldwork in Ukrainian Sex,"Zabuzhko, Oksana","Hryn, Halyna",Fiction,June,2011,Ukrainian,Ukraine,Undirected
Unseen Hand,"Zagajewski, Adam","Cavanagh, Clare",Poetry,June,2011,Polish,Poland,Undirected
Red Wine,"Zaydan, Amina","Gomaa, Sally",Fiction,Feb,2011,Arabic,Egypt,Undirected
Minuet for Guitar,"Zupan, Vitomil","Leeming, Harry",Fiction,Dec,2011,Slovenian,Slovenia,Undirected
Governess and Other Stories,"Zweig, Stefan","Bell, Anthea",Fiction,July,2011,German,Austria,Undirected
From the Mouth of the Whale,Sjon,Telegram,Fiction,Nov,2011,Icelandic,Iceland,Undirected
Wasted Morning,"Adamesteanu, Gabriela",Northwestern University Press,Fiction,Aug,2011,Romanian,Romania,Undirected
Panorama,"Adler, H. G.",Random House,Fiction,Jan,2011,German,Germany,Undirected
Keeper of Lost Causes,"Adler-Olsen, Jussi",Dutton,Fiction,Aug,2011,Danish,Denmark,Undirected
Brummstein,"Adolphsen, Peter",AmazonCrossing,Fiction,July,2011,Danish,Denmark,Undirected
From the Land of the Moon,"Agus, Milena",Europa Editions,Fiction,Jan,2011,Italian,Italy,Undirected
Three Science Fiction Novellas,"Aine, J.-H. Rosny",Wesleyan University Press,Fiction,Jan,2011,French,Belgium,Undirected
Seamstress and the Wind,"Aira, Cesar",New Directions,Fiction,June,2011,Spanish,Argentina,Undirected
Traveler and the Innkeeper,"al-Azzawi, Fadhil",American University at Cairo,Fiction,Apr,2011,Arabic,Iraq,Undirected
Hagar Before the Occupation/Hagar After the Occupation,"al-Jubouri, Amal",Alice James Books,Poetry,Nov,2011,Arabic,Iraq,Undirected
Leeches,"Albahari, David",Houghton Mifflin Harcourt,Fiction,Apr,2011,Serbian,Serbia and Montenegro,Undirected
From Unwritten Histories,"Alisanka, Eugenijus",Host Publications,Poetry,Jan,2011,Lithuanian,Lithuania,Undirected
Micrograms,"Andrade, Jorge Carrera",Wave Books,Poetry,Nov,2011,Spanish,Ecuador,Undirected
Splendor of Portugal,"Antunes, Antonio Lobo",Dalkey Archive,Fiction,Sept,2011,Portuguese,Portugal,Undirected
Last Brother,"Appanah, Nathacha",Graywolf,Fiction,Feb,2011,French,Mauritius,Undirected
Until the Dawn's Light,"Appelfeld, Aharon",Schocken Books,Fiction,Oct,2011,Hebrew,Israel,Undirected
Caring Man,"Arai, Akira",Vertical,Fiction,July,2011,Japanese,Japan,Undirected
Sarmada,"Assam, Fadi",Interlink,Fiction,Nov,2011,Arabic,Syrian Arab Republic,Undirected
Moon Over the Mountain,"Atsushi, Nakajima",Autumn Hill,Fiction,Mar,2011,Japanese,Japan,Undirected
Journey of the Dead,"Augieras, Francois",Pushkin Press,Fiction,Oct,2011,French,United States (USA),Undirected
Heatwave and Crazy Birds,"Avigur-Rotem, Gabriela",Dalkey Archive,Fiction,May,2011,Hebrew,Israel,Undirected
Into the Snow,"Aygi, Gennady",Wave Books,Poetry,Nov,2011,Russian,Russia,Undirected
Hotel Bosphorus,"Aykol, Esmahan",Bitter Lemon,Fiction,July,2011,Turkish,Turkey,Undirected
Tale of Hansuli Turn,"Bandopadhyay, Tarashankar",Columbia University Press,Fiction,May,2011,Bengali,India,Undirected
Zoo in Winter,"Barskova, Polina",Melville House,Poetry,Feb,2011,Russian,Russia,Undirected
Coda,"Belletto, Rene",University of Nebraska,Fiction,Mar,2011,French,France,Undirected
Victor Halfwit,"Bernhard, Thomas",Seagull Books,Fiction,Jan,2011,German,Austria,Undirected
Alphabet of Masks,"Birman, Dmitri",Enigma Books,Poetry,Oct,2011,Russian,Russia,Undirected
Call Me Princess,"Blaedel, Sara",Pegasus,Fiction,Sept,2011,Danish,Denmark,Undirected
Afterglow,"Blanco, Alberto",Bitter Oleander Press,Poetry,June,2011,Spanish,Mexico,Undirected
Third Reich,"Bolano, Roberto",FSG,Fiction,Dec,2011,Spanish,Chile,Undirected
Tres,"Bolano, Roberto",New Directions,Poetry,Sept,2011,Spanish,Chile,Undirected
How I Lost the War,"Bologna, Filippo",Pushkin Press,Fiction,May,2011,Italian,Italy,Undirected
Good-Bye Angel,"Brandao, Ignacio de Loyola",Dalkey Archive,Fiction,Jan,2011,Portuguese,Brazil,Undirected
Hottest Dishes of the Tartar Cuisine,"Bronsky, Alina",Europa Editions,Fiction,Apr,2011,German,Germany,Undirected
Potter's Field,"Camilleri, Andrea",Penguin,Fiction,Oct,2011,Italian,Italy,Undirected
Origin of Species and Other Poems,"Cardenal, Ernesto",Texas Tech University Press,Poetry,Apr,2011,Spanish,Nicaragua,Undirected
Temporary Perfections,"Carofiglio, Gianrico",Rizzoli,Fiction,Sept,2011,Italian,Italy,Undirected
Walk in the Dark,"Carofiglio, Gianrico",Bitter Lemon,Fiction,Mar,2011,Italian,Italy,Undirected
Lotus Singers,"Carolan, Trevor",Cheng & Tsui,Fiction,Mar,2011,Various,Various,Undirected
Lives Other than My Own,"Carrere, Emmanuel",Metropolitan,Fiction,Sept,2011,French,France,Undirected
I'm a Box,"Carrero, Natalia",AmazonCrossing,Fiction,July,2011,Spanish,Spain,Undirected
Pilate's Jesus,"Chan, Jeong",Cross-Cultural Communications,Fiction,Feb,2011,Korean,South Korea,Undirected
Forest Woman,"Chatterjee, Bankim Chandra",Hesperus,Fiction,Aug,2011,Bengali,India,Undirected
My Two Worlds,"Chejfec, Sergio",Open Letter,Fiction,July,2011,Spanish,Argentina,Undirected
Poems from Children's Island,"Chernyi, Sasha",Lightful Press,Poetry,Apr,2011,Russian,Russia,Undirected
Demolishing Nisard,"Chevillard, Eric",Dalkey Archive,Fiction,June,2011,French,France,Undirected
Reasons for Writing Poetry,"Chirinos, Eduardo",Salt,Poetry,Jan,2011,Spanish,Peru,Undirected
"Light, Grass, & Letter in April","Christensen, Inger",New Directions,Poetry,June,2011,Danish,Denmark,Undirected
Aleph,"Coelho, Paulo",Knopf,Fiction,Sept,2011,Portuguese,Brazil,Undirected
Private Property,"Constant, Paule",University of Nebraska,Fiction,Oct,2011,French,France,Undirected
Angelina's Lips,"Conte, Giuseppe",Guernica Editions,Fiction,May,2011,Italian,Italy,Undirected
Poet by Default,"Corbiere, Tristan",Wave Books,Poetry,Oct,2011,French,France,Undirected
Prose from the Observatory,"Cortazar, Julio",Archipelago,Fiction,June,2011,Spanish,Argentina,Undirected
Accident in August,"Cosse, Laurence",Europa Editions,Fiction,Aug,2011,French,France,Undirected
Colors of Infamy,"Cossery, Albert",New Directions,Fiction,Nov,2011,French,Egypt,Undirected
Dreamseller: The Calling,"Cury, Augusto",Atria,Fiction,Feb,2011,Portuguese,Brazil,Undirected
Misterioso,"Dahl, Arne",Pantheon,Fiction,Feb,2011,Swedish,Sweden,Undirected
In the Presence of Absence,"Darwish, Mahmoud",Archipelago,Poetry,May,2011,Arabic,"Palestinian Territory, Occupied",Undirected
Lanceheim,"Davys, Tim",HarperCollins,Fiction,June,2011,Swedish,Sweden,Undirected
Tourquai,"Davys, Tim",HarperCollins,Fiction,Feb,2011,Swedish,Sweden,Undirected
Schoolgirl,"Dazai, Osamu",One Peace Books,Fiction,Oct,2011,Japanese,Japan,Undirected
Day Before Happiness,"De Luca, Erri",Other Press,Fiction,Nov,2011,Italian,Italy,Undirected
Indian Tango,"Devi, Ananda",Host Publications,Fiction,Jan,2011,French,Mauritius,Undirected
Dedalus Book of Flemish Fantasy,"Dickens, Eric",Dedalus Books,Fiction,July,2011,Flemish,Belgium,Undirected
Phone Call from Dalian,"Dong, Han",Zephyr Press,Poetry,Dec,2011,Chinese,China,Undirected
Lizard's Tale,"Donoso, Jose",Northwestern University Press,Fiction,Oct,2011,Spanish,Chile,Undirected
Sorry,"Drvenkar, Zoran",Knopf,Fiction,Sept,2011,German,Germany,Undirected
Miss Take,"Ducharme, Rejean",Talonbooks,Fiction,Sept,2011,French,Quebec,Undirected
Summer Storm,"Dunker, Kristina",AmazonCrossing,Fiction,July,2011,German,Germany,Undirected
Of Flies and Monkeys,"Dupin, Jacques",Bitter Oleander Press,Poetry,Aug,2011,French,France,Undirected
Lightning,"Echenoz, Jean",New Press,Fiction,June,2011,French,France,Undirected
Prague Cemetery,"Eco, Umberto",Houghton Mifflin Harcourt,Fiction,Nov,2011,Italian,Italy,Undirected
Relic: The Quest for the Golden Shrine,"Egeland, Tom",John Murray,Fiction,Feb,2011,Norwegian,Norway,Undirected
Dog,"Ekman, Kerstin",Sphere,Fiction,Nov,2011,Swedish,Sweden,Undirected
Last Patriarch,"El-Hachmi, Najat",Serpent's Tail,Fiction,May,2011,Catalan,Morocco,Undirected
French Father,"Elkann, Alain",Pushkin Press,Fiction,July,2011,Italian,United States (USA),Undirected
Invitation to the Bold of Heart,"Elmiger, Dorothee",Seagull Books,Fiction,Dec,2011,German,Switzerland,Undirected
Invitation to a Voyage,"Emmanuel, Francois",Dalkey Archive,Fiction,Dec,2011,French,Belgium,Undirected
Burned,"Enger, Thomas",Atria,Fiction,Oct,2011,Norwegian,Norway,Undirected
Lunar Savings Time,"Epstein, Alex",Clockroot,Fiction,May,2011,Hebrew,Israel,Undirected
Hand that Trembles,"Eriksson, Kjell",Minotaur,Fiction,Aug,2011,Swedish,Sweden,Undirected
Against Art,"Espedal, Tomas",Seagull Books,Fiction,Dec,2011,Norwegian,Norway,Undirected
Chilean Poets: A New Anthology,"Etcheverry, Jorge",Marick Press,Poetry,Apr,2011,Spanish,Chile,Undirected
Poems from Above the Hill,"Etwebi, Ashur",Parlor Press,Poetry,Mar,2011,Arabic,Libya,Undirected
Glitter Scene,"Fagerholm, Monika",Other Press,Fiction,Aug,2011,Swedish,Finland,Undirected
Zero and Other Fictions,"Fan, Huang",Columbia University Press,Fiction,Sept,2011,Chinese,Taiwan,Undirected
Little Mother,"Farah, Cristina Ali",Indiana University Press,Fiction,May,2011,Italian,Italy,Undirected
Utu,"Ferey, Caryl",Europa Editions,Fiction,Oct,2011,French,France,Undirected
Kamchatka,"Figueras, Marcelo",Black Cat,Fiction,May,2011,Spanish,Argentina,Undirected
Medea and Her War Machines,"Flora, Ioan",University of New Orleans Press,Poetry,July,2011,Romanian,Romania,Undirected
Days of the King,"Florian, Filip",Houghton Mifflin Harcourt,Fiction,Aug,2011,Romanian,Romania,Undirected
Delicacy,"Foenkinos, David",HarperCollins,Fiction,Dec,2011,French,France,Undirected
Waiting for Robert Capa,"Fortes, Susana",HarperCollins,Fiction,Oct,2011,Spanish,Spain,Undirected
Bad Intentions,"Fossum, Karin",Houghton Mifflin Harcourt,Fiction,Aug,2011,Norwegian,Norway,Undirected
Copper Sign,"Fox, Katia",AmazonCrossing,Fiction,Dec,2011,German,Germany,Undirected
Picture World,"Frank, Niels",Book Thug,Poetry,May,2011,Danish,Denmark,Undirected
Absent Sea,"Franz, Carlos",McPherson & Company,Fiction,June,2011,Spanish,Chile,Undirected
Stranger's Woes,"Frei, Max",Overlook,Fiction,June,2011,Russian,Russia,Undirected
Irlanda,"Freire, Espido",Fairy Tale Review,Fiction,Dec,2011,Spanish,Spain,Undirected
Brendel's Fantasy,"Freitag, Gunther",Owl Canyon Press,Fiction,Aug,2011,German,Austria,Undirected
Answer from the Silence,"Frisch, Max",Seagull Books,Fiction,Mar,2011,German,Switzerland,Undirected
Destiny and Desire,"Fuentes, Carlos",Random House,Fiction,Jan,2011,Spanish,Mexico,Undirected
Waxen Wings,"Fulton, Bruce",Koryo Press,Fiction,Feb,2011,Korean,South Korea,Undirected
Castle in the Pyrenees,"Gaarder, Jostein",Weidenfeld & Nicolson,Fiction,Aug,2011,Norwegian,Norway,Undirected
Settlers of Catan,"Gable, Rebecca",AmazonCrossing,Fiction,Nov,2011,German,Germany,Undirected
French Leave,"Gavalda, Anna",Europa Editions,Fiction,May,2011,French,France,Undirected
In the Sea There Are Crocodiles,"Geda, Fabio",Doubleday,Fiction,Aug,2011,Italian,Italy,Undirected
Thirst,"Gelasimov, Andrei",AmazonCrossing,Fiction,Nov,2011,Russian,Russia,Undirected
Mirador: Dreamed Memories of Irene Nemirovsky by Her Daughter,"Gille, Elisabeth",New York Review Books,Fiction,Sept,2011,French,France,Undirected
Florentine Death,"Giuttari, Michele",Abacus,Fiction,Oct,2011,Italian,Italy,Undirected
Love Virtually,"Glattauer, Daniel",Silver Oak,Fiction,Apr,2011,German,Austria,Undirected
Overseer's Cabin,"Glissant, Edouard",University of Nebraska,Fiction,May,2011,French,Martinique,Undirected
With This Night,"Goldberg, Leah",University of Texas,Poetry,June,2011,Hebrew,Israel,Undirected
Traitor's Emblem,"Gomez-Jurado, Juan",Atria,Fiction,July,2011,Spanish,Spain,Undirected
We're Not All Like That,"Goosen, Jeanne",Kwela,Fiction,Mar,2011,Afrikaans,South Africa,Undirected
Scale of Maps,"Gopegui, Belen",City Lights,Fiction,Jan,2011,Spanish,Spain,Undirected
Exiled from Almost Everywhere,"Goytisolo, Juan",Dalkey Archive,Fiction,Apr,2011,Spanish,Spain,Undirected
Nijar Country,"Goytisolo, Juan",Lumen Books,Fiction,May,2011,Spanish,Spain,Undirected
Birth of the Kingdom,"Guilllou, Jan",HaperCollins,Fiction,July,2011,Swedish,Sweden,Undirected
Pianist in the Dark,"Halberstadt, Michele",Pegasus,Fiction,July,2011,French,France,Undirected
"Buzz Aldrin, What Happened to You in All the Confusion?","Harstad, Johan",Seven Stories Press,Fiction,June,2011,Norwegian,Norway,Undirected
Good Hope,"Heinesen, William",Dedalus Books,Fiction,Nov,2011,Danish,Faroe Islands,Undirected
Inseparable,"Heldt, Dora",AmazonCrossing,Fiction,Dec,2011,German,Germany,Undirected
Life after Forty,"Heldt, Dora",AmazonCrossing,Fiction,Apr,2011,German,Germany,Undirected
Best European Fiction 2012,"Hemon, Aleksandar",Dalkey Archive,Fiction,Nov,2011,Various,Various,Undirected
Devotion of Suspect X,"Higashino, Keigo",Minotaur,Fiction,Feb,2011,Japanese,Japan,Undirected
Muslim Suicide,"Himmich, Bensalem",Syracuse University Press,Fiction,Nov,2011,Arabic,Morocco,Undirected
Fortnight Before the Frost,"Hoel, Sigurd",Norvik Press,Fiction,Jan,2011,Norwegian,Norway,Undirected
1222: A Hannah Wilhelmsen Novel,"Holt, Anne",Scribner,Fiction,Dec,2011,Norwegian,Norway,Undirected
Eternal Philistine,"Horvath, Odon von",Melville House,Fiction,July,2011,German,Austria,Undirected
Plainsong,"Hosaka, Kazushi",Dalkey Archive,Fiction,July,2011,Japanese,Japan,Undirected
Gaps,"Hrabal, Bohumil",Northwestern University Press,Fiction,May,2011,Czech,Czech Republic,Undirected
Such Is This World@sars.com,"Hu, Fayun",Ragged Banner,Fiction,Mar,2011,Chinese,China,Undirected
Shadow of a Blue Cat,"Ii, Naoyuki",Dalkey Archive,Fiction,July,2011,Japanese,Japan,Undirected
Operation Napoleon,"Indridason, Arnaldur",Minotaur,Fiction,Sept,2011,Icelandic,Iceland,Undirected
