Titles,Source,Target,Genre,Month,Year,Lanuage,Country,Type
Day in the Life,"Kuroi, Senji","Murray, Giles",Fiction,May,2013,Japanese,Japan,Undirected
Rose of Cikembang,"Kwee, Tek Hoay","Fowler, George",Fiction,Jan,2013,Indonesian,Indonesia,Undirected
Bottom of the Jar,"Laabi, Abdellatif","Naffis-Sahely, Andre",Fiction,Apr,2013,French,Morocco,Undirected
Stranger,"Lackberg, Camilla","Murray, Steven",Fiction,May,2013,Swedish,Sweden,Undirected
Whole of Life,"Laederach, Jurg","Howes, Geoffrey",Fiction,Dec,2013,German,Switzerland,Undirected
Call Me Brooklyn,"Lago, Eduardo","Mestre-Reed, Ernest",Fiction,Sept,2013,Spanish,Spain,Undirected
Tretjak,"Landorff, Max","Dar, Baida",Fiction,Aug,2013,German,Germany,Undirected
Woman of Valor,"Lapid, Lihi","Lapid, Lihi",Fiction,Nov,2013,Hebrew,Israel,Undirected
Never Fuck Up,"Lapidus, Jens","Ahlander, Astri von Arbin",Fiction,June,2013,Swedish,Sweden,Undirected
Song of the Spirits,"Lark, Sarah","Lovett, D.W.",Fiction,Aug,2013,German,Germany,Undirected
President's Hat,"Laurain, Antoine","Books, Gallic",Fiction,Sept,2013,French,France,Undirected
Electrico W,"Le Tellier, Herve","Hunter, Adriana",Fiction,June,2013,French,France,Undirected
All Dogs Are Blue,"Leao, Rodrigo de Souza","Perry, Zoe",Fiction,Sept,2013,Portuguese,Brazil,Undirected
Kolia,"LeBlanc, Perrine","Hamilton, David Scott",Fiction,Sept,2013,French,Quebec,Undirected
At Least We Can Apologize,"Lee, Ki-ho","Dykas, Christopher Joseph",Fiction,Nov,2013,Korean,South Korea,Undirected
September Mirage,"Lehr, Thomas","Mitchell, Mike",Fiction,July,2013,German,Germany,Undirected
Copper Heart,"Lehtolainen, Leena","Witesman, Owen",Fiction,Nov,2013,Finnish,Finland,Undirected
Her Enemy,"Lehtolainen, Leena","Witesman, Owen",Fiction,May,2013,Finnish,Finland,Undirected
Search for the Buried Bomber,"Lei, Xu","Ascher, Gabriel",Fiction,Mar,2013,Chinese,China,Undirected
Alex,"Lemaitre, Pierre","Wynne, Frank",Fiction,Sept,2013,French,France,Undirected
Hashish the Lost Legend,"Lemmmermayer, Fritz","Schibli, Herman",Fiction,Dec,2013,German,Austria,Undirected
I Was Jack Mortimer,"Lernet-Holenia, Alexander","Avsey, Ignat",Fiction,Nov,2013,German,Austria,Undirected
Fly Heads and Bird Claws,"Leung, Ping-kwan","Holton, Brian",Poetry,Apr,2013,Chinese,China,Undirected
Apostoloff,"Lewitscharoff, Sibylle","Derbyshire, Katy",Fiction,July,2013,German,Germany,Undirected
Let the Old Dreams Die,"Lindqvist, John Ajvide","Segerberg, Ebba",Fiction,Oct,2013,Swedish,Sweden,Undirected
Days in the History of Silence,"Lindstrom, Merethe","Bruce, Anne",Fiction,Aug,2013,Norwegian,Norway,Undirected
Other Child,"Link, Charlotte","Tobler, Stefan",Fiction,Apr,2013,German,Germany,Undirected
Errors of Young Tjaz,"Lipus, Florjan","Biggins, Michael",Fiction,Sept,2013,Slovenian,Slovenia,Undirected
Fata Morgana Books,"Littell, Jonathan","Mandell, Charlotte",Fiction,Nov,2013,French,France,Undirected
Dark Company,"Loschutz, Gert","Willcocks, Samuel",Fiction,Aug,2013,German,Germany,Undirected
Dark Days,"Loureiro, Manel","Carmell, Pamela",Fiction,Oct,2013,Spanish,Spain,Undirected
Sisters,"Lozerec'h, Brigitte","Wing, Betsy",Fiction,Jan,2013,French,France,Undirected
Blue White Red,"Mabanckou, Alain","Dundy, Alison",Fiction,Feb,2013,French,Congo,Undirected
Resurrection,"Machado de Assis, Joaquim Maria","Sotelino, Karen Sherwood",Fiction,July,2013,Portuguese,Brazil,Undirected
Neighbors,"Mahmoud, Ahmad","Kherad, Nastaran",Fiction,June,2013,Persian,"Iran, Islamic Republic of",Undirected
Missing Year of Juan Salvatierra,"Mairal, Pedro","Caistor, Nick",Fiction,July,2013,Spanish,Argentina,Undirected
Treacherous Paradise,"Mankell, Henning","Thompson, Laurie",Fiction,July,2013,Swedish,Sweden,Undirected
Six Finnish Poets,"Manninen, Teemu","various, various",Poetry,Nov,2013,Finnish,Finland,Undirected
Relocations,"Maria Stepanova, Polina Barskova, Anna Khasin","Ciepiela, Catherine",Poetry,Nov,2013,Russian,Russia,Undirected
Infatuations,"Marias, Javier","Costa, Margaret Jull",Fiction,Aug,2013,Spanish,Spain,Undirected
Lifetime,"Marklund, Liza","Smith, Neil",Fiction,Apr,2013,Swedish,Sweden,Undirected
Kafka's Hat,"Martin, Patrice","Bilodeau, Chantal",Fiction,June,2013,French,Quebec,Undirected
Threads of the Heart,"Martinez, Carole","Curtis, Howard",Fiction,Jan,2013,French,France,Undirected
Paranoia,"Martinovich, Victor","Ignashev, Diane Nemec",Fiction,Mar,2013,Russian,Belarus,Undirected
Strange Tale of Panorama Island,"Maruo, Suehiro","Sands, Ryan",Fiction,July,2013,Japanese,Japan,Undirected
Sakra Boccata,"Mazzotti, Jose Antonio","Eshelman, Clayton",Poetry,Oct,2013,Spanish,Peru,Undirected
For As Far as the Eye Can See,"Melancon, Robert","Cowan, Judith",Poetry,Apr,2013,French,Quebec,Undirected
In Dreams,"Meur, Diane","Fagan, Teresa Lavender",Fiction,Jan,2013,French,Belgium,Undirected
Scissors,"Michaka, Stephane","Cullen, John",Fiction,Aug,2013,French,France,Undirected
Eleven,"Michon, Pierre","Deshays, Elizabeth",Fiction,Jan,2013,French,France,Undirected
Rimbaud the Son,"Michon, Pierre","Gladding, Jody",Fiction,Oct,2013,French,France,Undirected
Froth Poems,"Mikolajewski, Jaroslaw","Florczyk, Piotr",Poetry,Jan,2013,Polish,Poland,Undirected
Nothing More,"Milobedzka, Krystyna","Wojcik-Leese, Elzbieta",Poetry,Nov,2013,Polish,Poland,Undirected
Grain of Truth,"Miloszewski, Zygmunt","Lloyd-Jones, Antonia",Fiction,Jan,2013,Polish,Poland,Undirected
His Days Go by the Way Her Years,"Mimi, Ye","Bradbury, Steve",Poetry,Nov,2013,Chinese,Taiwan,Undirected
Creator,"Minervudottir, Gurun Eva","Bowen, Sarah",Fiction,Nov,2013,Icelandic,Iceland,Undirected
Altai,"Ming, Wu","Whiteside, Shaun",Fiction,Apr,2013,Italian,Italy,Undirected
Tobacco Dogs,"Minga, Ana","Levitin, Alexis",Poetry,Nov,2013,Spanish,Ecuador,Undirected
Missing File,"Mishani, D.A.","Cohen, Steven",Fiction,Apr,2013,Hebrew,Israel,Undirected
Apparitions: Ghosts of Old Edo,"Miyabe, Miyuki","Huddleston, Daniel",Fiction,Nov,2013,Japanese,Japan,Undirected
True Novel,"Mizumura, Minae","Carpenter, Juliet Winters",Fiction,Nov,2013,Japanese,Japan,Undirected
Hotel Life,"Montes, Javier","Brock, Ollie",Fiction,Nov,2013,Spanish,Spain,Undirected
Status: Emo,"Mosbah, Islam","Cohen, Raphael",Fiction,May,2013,Arabic,Egypt,Undirected
Saga of Siti Mariah,"Mukti, Haji","Muir, Catherine Manning",Fiction,Jan,2013,Indonesian,Indonesia,Undirected
In the Night of Time,"Munoz Molina, Antonio","Grossman, Edith",Fiction,Dec,2013,Spanish,Spain,Undirected
Mystery of Rio,"Mussa, Alberto","Ladd, Alex",Fiction,Sept,2013,Portuguese,Brazil,Undirected
Treatise on Shelling Beans,"Mysliwski, Wieslaw","Johnston, Bill",Fiction,Dec,2013,Polish,Poland,Undirected
I Know,"Naga, Ito","Knight, Lynne",Poetry,Sept,2013,French,France,Undirected
Evil and the Mask,"Nakamura, Fuminori","Izumo, Satoko",Fiction,June,2013,Japanese,Japan,Undirected
Athanor and Other Pohems,"Naum, Gellu","Woodside, Martin",Poetry,Nov,2013,Romanian,Romania,Undirected
Happy City,"Navarro, Elvira","Harvey, Rosalind",Fiction,Oct,2013,Spanish,Spain,Undirected
We Are All Sunflowers,"Nazarahari, Erfan","Croskery, Caroline",Fiction,Sept,2013,Persian,"Iran, Islamic Republic of",Undirected
All My Friends,"NDiaye, Marie","Stump, Jordan",Fiction,May,2013,French,France,Undirected
Mundo Cruel,"Negron, Luis","Levine, Suzanne Jill",Fiction,Feb,2013,Spanish,Puerto Rico,Undirected
Mouth of Hell,"Negroni, Maria","Gil-Montero, Michelle",Poetry,Apr,2013,Spanish,Argentina,Undirected
I Live I See,"Nekrasov, Vsevolod","Morse, Ainsley",Poetry,June,2013,Russian,Russia,Undirected
Bat,"Nesbo, Jo","Bartlett, Don",Fiction,July,2013,Norwegian,Norway,Undirected
Police: A Harry Hole Novel,"Nesbo, Jo","Bartlett, Don",Fiction,Oct,2013,Norwegian,Norway,Undirected
Redeemer,"Nesbo, Jo","Bartlett, Don",Fiction,May,2013,Norwegian,Norway,Undirected
Snow White Must Die,"Neuhaus, Nele","Murray, Steven",Fiction,Jan,2013,German,Germany,Undirected
Swimming with Sharks,"Neuhaus, Nele","Grimm, Christine",Fiction,June,2013,German,Germany,Undirected
Sweet Sorrows,"Neyshaboori, Sheikh Faideddin Attar","Abramian, Vraje",Poetry,Oct,2013,Persian,"Iran, Islamic Republic of",Undirected
Black Stars,"Ngo Tu, Lap","Collins, Martha",Poetry,Nov,2013,Vietnamese,Viet Nam (Vietnam),Undirected
Istemi,"Nikitin, Alexi","Jackson, Anne Marie",Fiction,June,2013,Russian,Russia,Undirected
My Year of Love,"Nizon, Paul","Snook, Jean",Fiction,June,2013,French,Switzerland,Undirected
When We Leave Each Other,"Nordbrandt, Henrik","Phillips, Patrick",Poetry,Apr,2013,Danish,Denmark,Undirected
Life Form,"Nothomb, Amelie","Anderson, Alison",Fiction,Feb,2013,French,France,Undirected
Selected Poems,"Nunez, Anibal","Smith, Michael",Poetry,May,2013,Spanish,Spain,Undirected
Selected Poems,"O Riordain, Sean","various, various",Poetry,Apr,2013,Irish,Ireland,Undirected
Lucinda Sly: A Woman Hanged,"O Se, Maidhc Dainin","Fitzmaurice, Gabriel",Fiction,Sept,2013,Irish,Ireland,Undirected
Fire's Journey: Part I,"Odio, Eunice","Ekiss, Deith",Poetry,Apr,2013,Spanish,Costa Rica,Undirected
Revenge,"Ogawa, Yoko","Snyder, Stephen",Fiction,Jan,2013,Japanese,Japan,Undirected
Lairds of Cromarty,"Ohl, Jean-Pierre","Mitchell, Mike",Fiction,Mar,2013,French,France,Undirected
Silenced,"Ohlsson, Kristina","Death, Sarah",Fiction,Mar,2013,Swedish,Sweden,Undirected
Death of Lysanda,"Orpaz, Yitzhak","Flint, Richard",Fiction,Apr,2013,Hebrew,Israel,Undirected
Brothers Columbus,"Orsenna, Erik","Bell, Anthea",Fiction,Aug,2013,French,France,Undirected
Birthday Buyer,"Ortega, Adolfo Garcia","Bush, Peter",Fiction,Dec,2013,Spanish,Spain,Undirected
Remnants,"Oshagan, Hagop","Goshgarian, G. M.",Fiction,Nov,2013,Armenian,Armenia,Undirected
Nothing Ever Happens,"Ovejero, Jose","Smith, Philip H. D.",Fiction,May,2013,Spanish,Spain,Undirected
Between Friends,"Oz, Amos","Silverston, Sondra",Fiction,Sept,2013,Hebrew,Israel,Undirected
Missing Rose,"Ozkan, Serdar","Roome, Angela",Fiction,Jan,2013,Turkish,Turkey,Undirected
Story of My Purity,"Pacifico, Francesco","Twilley, Stephen",Fiction,Mar,2013,Italian,Italy,Undirected
Arsonist,"Palazzeschi, Aldo","Benson, Nicholas",Poetry,Feb,2013,Italian,Italy,Undirected
Yellow Eyes of Crocodiles,"Pancol, Katherine","Rodarmor, William",Fiction,Dec,2013,French,France,Undirected
Like an Eye in the Hand of a Beggar,"Panero, Leopoldo Maria","Mantecon, Arturo",Poetry,May,2013,Spanish,Spain,Undirected
Advice from 1 Disciple of Marx to 1 Heidegger Fanatic,"Papsquiaro, Mario Santiago","Heinowitz, Cole",Poetry,June,2013,Spanish,Mexico,Undirected
Still Life in Ditch,"Paravidino, Fausto","Papini, Ilaria",Fiction,Sept,2013,Italian,Italy,Undirected
What Darkness Was,"Parei, Inka","Derbyshire, Katy",Fiction,July,2013,German,Germany,Undirected
Lonesome You,"Park, Wan-suh","Yoon, Elizabeth Haejin",Fiction,Nov,2013,Korean,South Korea,Undirected
Chatelet Apprentice,"Parot, Jean-Francois","Glencross, Michael",Fiction,Oct,2013,French,France,Undirected
Boutique Obscure: 124 Dreams,"Perec, Georges","Becker, Daniel Levin",Fiction,Feb,2013,French,France,Undirected
Shock of the Lenders,"Perednik, Jorge Santiago","Weigel, Molly",Poetry,May,2013,Spanish,Argentina,Undirected
Our Man in Iraq,"Perisic, Robert","Firth, Will",Fiction,Apr,2013,Croatian,Croatia,Undirected
"There Once Lived a Girl Who Seduced Her Sister's Husband, and He Hanged Himself","Petrushevskaya, Ludmilla","Summers, Anna",Fiction,Jan,2013,Russian,Russia,Undirected
Crack in the Wall,"Pineiro, Claudia","France, Miranda",Fiction,Aug,2013,Spanish,Argentina,Undirected
True Actor,"Pires, Jacinto Lucas","Braz, Jaime",Fiction,Nov,2013,Portuguese,Portugal,Undirected
Musical Hell,"Pizarnik, Alejandra","Siegert, Yvette",Poetry,June,2013,Spanish,Argentina,Undirected
Illegal Liaisons,"Plebanek, Grazyna","Stok, Danusia",Fiction,Sept,2013,Polish,Poland,Undirected
Paul Klee's Boat,"Polonskaya, Anzhelina","Wachtel, Andrew",Poetry,Feb,2013,Russian,Russia,Undirected
Beggar King,"Potzsch, Oliver","Chadeayne, Lee",Fiction,Jan,2013,German,Germany,Undirected
Ludwig Conspiracy,"Potzsch, Oliver","Bell, Anthea",Fiction,Sept,2013,German,Germany,Undirected
Poisoned Pilgrim,"Potzsch, Oliver","Chadeayne, Lee",Fiction,July,2013,German,Germany,Undirected
Ex-Voto,"Prado, Adelia","Watson, Ellen Dore",Poetry,Aug,2013,Portuguese,Brazil,Undirected
Enclosed Garden,"Prados, Emilio","Wellman, Donald",Poetry,Feb,2013,Spanish,Spain,Undirected
Girl with the Golden Parasol,"Prakash, Uday","Grunebaum, Jason",Fiction,May,2013,Hindi,India,Undirected
Encyclopedia of a Life in Russia,"Prieto, Jose Manuel","Allen, Esther",Fiction,Jan,2013,Spanish,Cuba,Undirected
Dust Angel,"Profijt, Jutta","Macki, Erik",Fiction,Mar,2013,German,Germany,Undirected
My Fathers' Ghost Is Climbing in the Rain,"Pron, Patricio","Lethem, Mara Faye",Fiction,May,2013,Spanish,Argentina,Undirected
Collected Poems,"Proust, Marcel","Augenbraum, Harold",Fiction,Apr,2013,French,France,Undirected
Sudden Disappearance of the Worker Bees,"Quadruppani, Serge","Casa, Delia",Fiction,Sept,2013,Italian,Italy,Undirected
Mystery of Sintra Road,"Queiroz, Eca de","Costa, Margaret Jull",Fiction,Aug,2013,Portuguese,Portugal,Undirected
Those Whom I Would Like to Meet Again,"Radvilaviciute, Giedra","Novickas, Elizabeth",Fiction,May,2013,Lithuanian,Lithuania,Undirected
King of China,"Rammstedt, Tilman","Derbyshire, Katy",Fiction,Dec,2013,German,Germany,Undirected
Uglybugly,"Ramslie, Lars","Dawkin, Deborah",Fiction,Mar,2013,Norwegian,Norway,Undirected
Pierre Reverdy,"Reverdy, Pierre","Caws, Mary Ann",Poetry,Sept,2013,French,France,Undirected
Diaries of Exile,"Ritsos, Yannis","Emmerich, Karen",Poetry,Jan,2013,Greek,Greece,Undirected
In Secret,"Ritsos, Yannis","Harsent, David",Poetry,May,2013,Greek,Greece,Undirected
Wrecked,"Roche, Charlotte","Mohr, Tim",Fiction,May,2013,German,Germany,Undirected
Without Origin,"Rohe, Oliver","Messina, Lauren",Fiction,July,2013,German,Germany,Undirected
Ingenious Gentleman and Poet Federico Garcia Lorca Ascends to Hell,"Rojas, Carlos","Grossman, Edith",Fiction,Apr,2013,Spanish,Spain,Undirected
"Hi, This Is Conchita","Roncagliolo, Santiago","Grossman, Edith",Fiction,Apr,2013,Spanish,Peru,Undirected
African Shore,"Rosa, Rodrigo Rey","Gray, Jeffrey",Fiction,Oct,2013,Spanish,Guatemala,Undirected
Leapfrog and Other Stories,"Rosales, Guillermo","Kushner, Anna",Fiction,Oct,2013,Spanish,Cuba,Undirected
Starlite Terrace,"Roth, Patrick","Winston, Krishna",Fiction,May,2013,German,Germany,Undirected
Four Elemental Bodies,"Royet-Journoud, Claude","Waldrop, Keith",Poetry,May,2013,French,France,Undirected
Mother Departs,"Rozewicz, Tadeusz","Bogoczek, Barbara",Poetry,Mar,2013,Polish,Poland,Undirected
Dream Maker,"Rufin, Jean Christophe","Anderson, Alison",Fiction,Nov,2013,French,France,Undirected
In Times of Fading Light,"Ruge, Eugen","Bell, Anthea",Fiction,June,2013,German,Germany,Undirected
I Stole the Rain,"Ruotolo, Elisa","McCreadie, Lisa",Fiction,Oct,2013,Italian,Italy,Undirected
Glowing Enigmas,"Sachs, Nelly","Hamburger, Michael",Poetry,Apr,2013,German,Germany,Undirected
Maya Pill,"Sadulaev, German","Apollonio, Carol",Fiction,Nov,2013,Russian,Russia,Undirected
Ben Barka Lane,"Saeed, Mahmoud","Heikkinen, Kay",Fiction,July,2013,Arabic,Iraq,Undirected
Light and Heavy Things,"Sahil, Zeeshan","Siddiqui, Faisal",Poetry,June,2013,Urdu,Pakistan,Undirected
Darkscapes,"Salzman, Anne-Sylvie","Charlton, William",Fiction,July,2013,French,France,Undirected
Dedalus Book of Lithuanian Literature,"Samalavicius, Almantas","Avizievus, Jura",Fiction,July,2013,Lithuanian,Lithuania,Undirected
Two Poems: Malvinas & Points of Collapse,"Sampaolesi, Mario","Taylor, Ian",Poetry,Oct,2013,Spanish,Argentina,Undirected
Book of Fate,"Saniee, Parinoush","Khalili, Sara",Fiction,Sept,2013,Persian,"Iran, Islamic Republic of",Undirected
Art of Joy,"Sapienza, Goliarda","Appel, Anne Milano",Fiction,July,2013,Italian,Italy,Undirected
Time of Contempt,"Sapkowski, Andrzej","French, David",Fiction,Sept,2013,Polish,Poland,Undirected
Firefly,"Sarduy, Severo","Fried, Mark",Fiction,Mar,2013,Spanish,Cuba,Undirected
Squaring the Circle: A Pseudotreatise of Urbogony,"Sasarman, Gheorghe","Rodriguez, Mariano Matin",Fiction,May,2013,Romanian,Romania,Undirected
And the Birds Rained Down,"Saucier, Jocelyne","Mullins, Rhonda",Fiction,Apr,2013,French,Quebec,Undirected
Commentary,"Sauvageot, Marcelle","Hartley, Christine Schwartz",Fiction,June,2013,French,France,Undirected
Mission to Mars,"Savelyev, Igor","Love-Darragh, Amanda",Fiction,Sept,2013,Russian,Russia,Undirected
War Within These Walls,"Sax, Aline","Watkinson, Laura",Fiction,Oct,2013,Flemish,Belgium,Undirected
Betrayal,"Scerbanenco, Giorgio","Curtis, Howard",Fiction,Dec,2013,Italian,Italy,Undirected
Limit,"Schatzing, Frank","Whiteside, Shaun",Fiction,Nov,2013,German,Germany,Undirected
Three Women in a Mirror,"Schmitt, Eric-Emmanuel","Anderson, Alison",Fiction,July,2013,French,France,Undirected
Through the Night,"Seaterbakken, Stig","Kinsella, Sean",Fiction,June,2013,Norwegian,Norway,Undirected
Poacher's Faith,"Seguin, Marc","Gabinet-Kroo, Kathryn",Fiction,July,2013,French,Quebec,Undirected
Eucalyptus,"Segura, Mauricio","Winkler, Donald",Fiction,Nov,2013,Spanish,Chile,Undirected
Last Days,"Seksik, Laurent","Naffis-Sahely, Andre",Fiction,Nov,2013,French,France,Undirected
Anatomical Theater,"Sen-Senkov, Andrei","Moore, Ainsley",Poetry,Dec,2013,Russian,Russia,Undirected
Oasis of Now,"Sepehri, Sohrab","Ali, Kazim",Poetry,Nov,2013,Persian,"Iran, Islamic Republic of",Undirected
Remains of Love,"Shalev, Zeruya","Simpson, Philip",Fiction,Dec,2013,Hebrew,Israel,Undirected
Book without Photographs,"Shargunov, Sergei","Patterson, Simon",Fiction,Aug,2013,Russian,Russia,Undirected
Before & During,"Sharov, Vladimir","Ready, Oliver",Fiction,Apr,2013,Russian,Russia,Undirected
Stalin Is Dead,"Shihor, Rachel","Rotem, Ornan",Poetry,Nov,2013,Hebrew,Israel,Undirected
Death by Choice,"Shimada, Masahiko","McKinney, Meredith",Fiction,Feb,2013,Japanese,Japan,Undirected
Hunt for Optimism,"Shklovsky, Viktor","Avagyan, Shushan",Fiction,Jan,2013,Russian,Russia,Undirected
Lineup,"Shoham, Liad","Kitai, Sara",Fiction,Sept,2013,Hebrew,Israel,Undirected
Day Is Dark,"Sigurdardottir, Yrsa","Roughton, Philip",Fiction,Feb,2013,Icelandic,Iceland,Undirected
Faint-hearted Bolshevik,"Silva, Lorenzo","Caistor, Nick",Fiction,May,2013,Spanish,Spain,Undirected
Drought,"Simatupang, Iwan","Aveling, Harry",Fiction,Jan,2013,Indonesian,Indonesia,Undirected
Silence and the Roar,"Sirees, Nihad","Weiss, Max",Fiction,Mar,2013,Arabic,Syrian Arab Republic,Undirected
Days of the Rainbow,"Skarmeta, Antonio","Botbol, Mery",Fiction,June,2013,Spanish,Chile,Undirected
Forbidden Kingdom,"Slauerhoff, Jacob","Vincent, Paul",Fiction,Feb,2013,Dutch,Netherlands,Undirected
Petroleum Venus,"Snegirev, Alexander","Tait, Arch",Fiction,Feb,2013,Russian,Russia,Undirected
Andalucian Friend,"Soderberg, Alexander","Smith, Neil",Fiction,Mar,2013,Swedish,Sweden,Undirected
Sound of One Hand Killing,"Solana, Teresa","Bush, Peter",Fiction,May,2013,Catalan,Spain,Undirected
Serenity Murders,"Somer, Mehmet Murat","Spangler, Amy Marie",Fiction,Jan,2013,Turkish,Turkey,Undirected
About Time,"Sparaco, Simona","Curtis, Howard",Fiction,Apr,2013,Italian,Italy,Undirected
101 Nights,"Spielberg, Christoph","Spielberg, Christoph",Fiction,Aug,2013,German,Germany,Undirected
Fourth Day,"Spielberg, Christoph","Spielberg, Christoph",Fiction,Dec,2013,German,Germany,Undirected
He Who Dies Last,"Spielberg, Christoph","Bergmann, Emanuel",Fiction,Apr,2013,German,Germany,Undirected
Russian Donation,"Spielberg, Christoph","Chapple, Gerald",Fiction,Jan,2013,German,Germany,Undirected
Cold Hearts,"Staalesen, Gunnar","Bartlett, Don",Fiction,Nov,2013,Norwegian,Norway,Undirected
Everything Happens as It Does,"Stambolova, Albena","Nikolova, Olga",Fiction,Nov,2013,Bulgarian,Bulgaria,Undirected
Buried God,"Stehr, Hermann","Nitz, Kerry",Fiction,Apr,2013,German,Germany,Undirected
Shimmer of the Assistant and Other Tales,"Stehr, Hermann","Nitz, Kerry",Fiction,May,2013,German,Germany,Undirected
Twilight and Other Tales,"Stehr, Hermann","Nitz, Kerry",Fiction,June,2013,German,Germany,Undirected
Mysterieuse,"Suchere, Eric","Doller, Sandra",Poetry,Mar,2013,French,France,Undirected
Land of Dreams,"Sundstol, Vidar","Nunnally, Tiina",Fiction,Sept,2013,Norwegian,Norway,Undirected
Breathless,"Sward, Anne","Bragan-Turner, Deborah",Fiction,Aug,2013,Swedish,Sweden,Undirected
Fish Change Direction in Cold Weather,"Szalowski, Pierre","Anderson, Alison",Fiction,Nov,2013,French,France,Undirected
Finno-Ugrian Vampire,"Szecsi, Noemi","Sherwood, Peter",Fiction,May,2013,Hungarian,Hungary,Undirected
Shy Hand of a Jew,"Szymel, Maurycy","Gregorek, Aniela",Poetry,Apr,2013,Polish,Poland,Undirected
Pomegranate Lady and Her Sons,"Taraghi, Goli","Khalili, Sarah",Fiction,Oct,2013,Persian,"Iran, Islamic Republic of",Undirected
Candygirl,"Tawfik, M.M.","Tawfik, M.M.",Fiction,Jan,2013,Arabic,Egypt,Undirected
Crossings,"Tengour, Habib","Revell, Donald",Poetry,May,2013,Arabic,Algeria,Undirected
Suicide Shop,"Teule, Jean","Dyson, Sue",Fiction,Sept,2013,French,France,Undirected
Eternal Son,"Tezza, Cristovao","Entrekin, Alison",Fiction,Sept,2013,Portuguese,Brazil,Undirected
Rape of Sukreni,"Tisna, Anak Agung Pandji","Quinn, George",Fiction,Jan,2013,Indonesian,Indonesia,Undirected
Tragic Fate of Moritz Tot,"Todorovic, Dana","Todorovic, Dana",Fiction,Oct,2013,Serbian,Serbia and Montenegro,Undirected
Dancer,"Tohari, Ahmad","Lysloff, Rene",Fiction,Jan,2013,Indonesian,Indonesia,Undirected
Devil's Workshop,"Topol, Jachym","Zucker, Alex",Fiction,Aug,2013,Czech,Czech Republic,Undirected
Gargling with Tar,"Topol, Jachym","Short, David",Fiction,Aug,2013,Czech,Czech Republic,Undirected
End of Love,"Torrente, Marcos Giralt","Silver, Katherine",Fiction,Oct,2013,Spanish,Spain,Undirected
Moon and Henna Tree,"Toufiq, Ahmed","Allen, Roger",Fiction,May,2013,Arabic,Morocco,Undirected
Waltz,"Trabal, Francesc","Tennent, Martha",Fiction,Aug,2013,Catalan,Spain,Undirected
Infamous Rosalie,"Trouillot, Evelyne","Salvodon, M. A.",Fiction,Oct,2013,French,Haiti,Undirected
Waiting,"Tsepeneag, Dumitru","Camiller, Patrick",Fiction,Oct,2013,Romanian,Romania,Undirected
Paprika,"Tsutsui, Yasutaka","Driver, Andrew",Fiction,Feb,2013,Japanese,Japan,Undirected
Healer,"Tuomainen, Antti","Rogers, Lola",Fiction,May,2013,Finnish,Finland,Undirected
Murder in the Dark,"Turell, Dan","Mussari, Mark",Fiction,Dec,2013,Danish,Denmark,Undirected
Fire Dance,"Tursten, Helene","Wideburg, Laura",Fiction,Jan,2013,Swedish,Sweden,Undirected
Golden Calf,"Tursten, Helene","Wideburg, Laura",Fiction,Feb,2013,Swedish,Sweden,Undirected
I Am Istanbul,"Uzuner, Buket","Dakan, Kenneth",Fiction,Apr,2013,Turkish,Turkey,Undirected
Mute,"Vaage, Lars Amund","Steven, Kenneth",Poetry,Oct,2013,Norwegian,Norway,Undirected
Snow Germans,"Vachedin, Dmitry","Tait, Arch",Fiction,Apr,2013,Russian,Russia,Undirected
Explorer & Other Stories,"Vainonen, Jyrki","Tupasela, Juha",Fiction,Oct,2013,Finnish,Finland,Undirected
Landscape with Yellow Birds,"Valente, Jose Angel","Christensen, Thomas",Poetry,May,2013,Spanish,Spain,Undirected
Enemy of the Ants,"Valentin, Stephan","Kerr, Moira",Fiction,Sept,2013,German,Germany,Undirected
Ghost Riders of Ordebec,"Vargas, Fred","Reynolds, Sian",Fiction,July,2013,French,France,Undirected
Baghdad: The City in Verse,"various, various","Snir, Reuven",Poetry,Nov,2013,Arabic,Iraq,Undirected
Best European Fiction 2014,"Various, Various","Various, Various",Fiction,Nov,2013,Various,Various,Undirected
Elsewhere,"various, various","various, various",Poetry,Dec,2013,Various,Various,Undirected
Jade Mirror,"various, various","Farman, Michael",Poetry,Nov,2013,Chinese,China,Undirected
Red Spectres,"various, various","Maguire, Muireann",Fiction,Apr,2013,Russian,Russia,Undirected
Short Stories in Chinese,"various, various","Balcom, John",Fiction,June,2013,Chinese,China,Undirected
Sound of Things Falling,"Vasquez, Juan Gabriel","McLean, Anne",Fiction,Aug,2013,Spanish,Colombia,Undirected
Time on My Hands,"Vasta, Giorgio","Hunt, Jonathan",Fiction,Apr,2013,Italian,Italy,Undirected
Misfortunates,"Verhulst, Dimitri","Colmer, David",Fiction,Oct,2013,Flemish,Belgium,Undirected
Magadh,"Verma, Shrikant","Soni, Rahul",Poetry,Sept,2013,Hindi,India,Undirected
Red Grass,"Vian, Boris","Knobloch, Paul",Fiction,Nov,2013,French,France,Undirected
Death and the Olive Grove,"Vichi, Marco","Sartarelli, Stephen",Fiction,July,2013,Italian,Italy,Undirected
Terra Nova: Anthology of Contemporary Spanish Science Fiction,"Villarreal, Mariano","Burke, Sue",Fiction,June,2013,Spanish,Spain,Undirected
More than a Team,"Villatoro, Vicenc","Gallagher, Cheryl",Fiction,Jan,2013,Catalan,Spain,Undirected
